h_2005,facine3,p2_1,p2_8,p2_32,p2_69,p2_82,p2_5,p2_84,p2_70,p2_71,p4_10,p4_27,p4_33,p4_7_3,p4_15,p4_24,p4_35,np1,np2_1,np4_5,np4_18,renthog,percrent,bage,nsitlabdom,neducdom,nnumadtrab,havenegval,tienereal,cuentas,penseg,sideuda,tienefin,tiene,otraspr,valhog,allf,salcuentas,valpenseg,odeuhog,dvivpral,dpdte,deuoprop,dpdtehipo,deuhipv,hipo,phipo,perso,pperso,deuda_tarj,ptmos_tarj,otrasd,potrasd,adeuda,vdeuda,deuotros,actreales,actfinanc,riquezabr,riquezanet,percriq,deuinvref,deuveh,deubie,pagodeuda,alim,nodur,gvehic,gimpvehic,tvehic,timpvehic,p5_1,multipr,sex,educ,p2_2,p2_1.1,pagopr_vivpr,np2_5,p2_8.1,p2_9,p2_33,p2_35_1,p2_35_2,p2_35_3,p2_35a_1,p2_35a_2,p2_35a_3,p2_35a_4,p2_42_1,p2_43,rents,p7_4a,p7_4b,p2_23,p2_24,p2_25,p2_26,p2_39,pagopr_otr,p4_16,p4_40,p4_36,p4_25,s6_sum,s6_sum2,s6_sum3,s6_sum4,s6_sum5,s6_sum6,s6_sum7,s6_sum8,s6b_sum,s6b_sum_rent,p6_81,tipo_auton,direc,p5_1.1,empre,auton,riquezafin,deuda_vivienda,s6_owner,valor
4366,2426.75229867649,2,,2,1,2,147816.8,,85,4959.8,2,2,2,313.2,,,,1,1,1,0,5288.7,1,3,1,1,1,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147816.8,313.2,148130,148130,2,0,0,0,0,1548,1212,0,0,1,500,1,1,2,2,2,2,0,147816.8,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4367,6423.88690464346,1,,2,2,1,,600,,3482,2,2,2,1900,,,,2,0,1,0,0,1,1,4,3,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,2500,2500,1,0,0,0,0,6000,2400,0,0,0,0,1,1,1,12,,1,0,,,0,,,,,,,,,,0,,,,0,,1,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,0,,2,,,0,0,0,0
4368,2522.8301954634,2,,2,2,2,120000,,,1500,2,2,2,2000,,,,2,1,1,0,8710.8,1,5,5,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,2000,122000,122000,2,0,0,0,0,3600,1200,0,0,1,500,1,1,1,2,1,2,0,120000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4369,5838.44013147341,2,2,2,2,2,210354.24,,,24040.48,2,2,2,299.4948,,,,1,1,1,0,3926.47606,1,4,4,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210354.24,299.4948,210653.7348,210653.7348,3,0,0,0,0,3600,3360,0,0,1,480.81,1,1,2,1,1,2,0,210354.24,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
4370,132.730031176793,2,,1,1,1,721214,18030.36,1400,60101.21,1,1,2,20000,38000,,,2,1,1,0,143728.2,6,4,6,3,1,0,1,0,1,0,1,1,270455.45,0,234000,0,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991669.45,331000,1340699.81,1340699.81,5,0,0,0,0,12000,24000,0,0,1,15025.3,0,0,2,6,2,2,0,721214,,0,1,1,,,1,,,,2,0,,,,0,,2,2,67613.8625,0,1252.8,,,,0,0,0,0,0,0,1,0,0,0,1,0,1,1,,,272000,0,1,39000
4371,14.3453468150835,2,2,1,1,1,390657.87,3570.8,5000,10000,2,1,2,18497.4,,,,2,1,1,0,93052.084,6,4,5,2,1,0,1,1,0,0,1,1,344788.63,0,274773.6,5463.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735446.5,298734.4,1037751.7,1037751.7,5,0,0,0,0,6000,2400,0,0,1,1000,1,0,2,6,1,2,0,390657.87,2,0,3,1,1,1,1,1,4,4,2,0,,,,0,,2,2,86197.1575,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,274773.6,0,1,0
4372,958.249199737731,2,2,1,2,2,360607.26,,,6010.12,2,2,2,3005.06,,,,3,1,1,0,43242.9,4.6,6,5,1,1,0,1,0,1,0,1,1,30050.61,0,,0,30050.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390657.87,33055.67,423713.54,423713.54,4,0,0,0,0,10800,2400,0,0,1,6010.12,0,0,2,4,1,2,0,360607.26,2,0,1,1,,,3,,,,2,0,,,,0,,2,2,7512.6525,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,1,,,0,0,1,30050.61
4373,3152.4114646538,2,1,1,2,2,480809.68,,,30050.61,1,1,2,4000,5000,,,4,1,1,0,219740.3,6,2,2,2,2,1,1,1,1,0,1,1,210354.24,426718.59,6000,15000,5000,0,51086.03,0,0,1,51086.03,0,0,1,130000,0,0,0,0,1,181086.03,130000,640077.89,35000,1152882.51,971796.48,5,0,0,130000,1750,9600,8400,0,0,1,17429.35,0,0,1,6,1,2,750,480809.68,1,0,2,1,1,,1,3,,,4,300,3600,,,0,,2,2,52588.56,0,40,,,,0,1,0,0,0,0,0,0,2,2,2,2,,1,2,1,11000,51086.03,1,5000
4374,69.2659163993417,2,,1,2,1,120202.42,120.2,,3005.06,2,2,2,6010.12,,,,1,1,1,0,8974.78909,1,5,4,1,0,0,1,0,0,0,1,1,31128.8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151331.22,6010.12,157461.54,157461.54,2.2,0,0,0,0,2884.79992675781,4327.32019042969,0,0,0,0,1,0,2,2,2,2,0,120202.42,,0,1,2,,,8,,,,4,721.210021972656,8654.57,,,0,,2,2,7782.2,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,1,0
4375,14.5857414327536,2,,2,2,2,240404.84,,,90151,1,1,2,36000,24040.48,1803036.31,,2,1,1,1,40961.5,4,5,5,3,1,0,1,0,1,0,1,1,0,0,645000,0,15009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240404.84,2523085.79,2763490.63,2763490.63,5,0,0,0,0,12000,2400,0,0,1,6000,0,1,1,10,1,2,0,240404.84,,0,,,,,,,,,,0,,,,0,,2,2,0,0,200,,,18030.36,0,0,0,1,0,0,0,0,0,0,1,0,,1,,,2472076.79,0,0,15009
4376,3771.78087147732,2,2,1,1,2,54000,,3000,24000,2,2,2,1100,,,,4,1,1,0,10626.35677,1.2,2,1,1,1,0,1,1,1,0,1,1,1877,0,,15700,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55877,17230,73107,73107,2,0,0,0,0,6000,2400,0,0,1,3000,0,0,2,8,1,2,0,54000,2,0,1,1,,,3,,,,6,0,,,,0,,2,2,469.25,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,1,,,0,0,1,430
4377,3378.50188450562,2,2,2,1,1,180303.63,6010.12,1803.04,66111.33,2,2,2,2800,,,,3,1,1,0,27962.0828,3.4,3,1,1,2,0,1,0,1,0,1,1,0,0,,0,1400.36,0,0,0,0,0,0,0,0,1,18062,0,0,0,0,1,18062,18062,180303.63,4200.36,190514.11,172452.11,2,0,15840,2222,448,5160,715.200000000001,1,3606.07,1,12020.24,0,1,1,5,1,2,0,180303.63,2,0,,,,,,,,,,0,,,,0,,2,1,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,0,0,1400.36
4378,6000.05347355994,2,1,1,1,1,150253.03,3005.06,180.3,30050.61,1,2,2,4207.08,4808.1,,,5,1,1,0,61200.54604,5.6,3,1,2,3,0,1,1,1,0,1,1,24040.48,0,,19833.4,6010.12,0,6010.12,0,0,1,6010.12,0,0,1,12020.24,0,0,0,0,1,18030.36,12020.24,168283.39,34858.7,212157.27,194126.91,3,0,12020.24,0,498.330001831055,8654.52026367188,2163.71997070313,0,0,1,18030.36,0,0,2,6,1,2,198.330001831055,150253.03,1,0,1,1,,,97,,,,2,0,,,,0,,2,2,6010.12,0,14.8,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,4808.1,6010.12,1,6010.12
4379,667.240028463977,2,2,1,1,2,270455.45,,420,24000,2,2,2,500,,,,1,1,1,0,13527.665,2,4,4,1,0,0,1,0,0,0,1,1,24040.485,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294495.935,500,294995.935,294995.935,3,0,0,0,0,8400,3600,0,0,1,3000,1,0,2,4,1,2,0,270455.45,2,0,1,2,,,1,,,,5,0,,,,0,,2,2,12020.2425,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,0,1,0
4380,2038.66926758666,2,,2,2,2,21035.42,,,4989,2,2,2,600.65346,,,,2,1,1,0,12809.99878,2,6,5,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21035.42,600.65346,21636.07346,21636.07346,1,0,0,0,0,3000,3000,0,0,1,991.4,1,1,1,2,1,2,0,21035.42,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4381,3028.51189259823,2,2,1,2,2,90841.6,,,3606.07,2,2,2,601.01,,,,1,1,1,0,5703.5,1,5,5,1,0,0,1,0,0,0,1,1,57616.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148457.8,601.01,149058.81,149058.81,2,0,0,0,0,2400,1800,0,0,0,0,1,0,2,2,1,2,0,90841.6,2,0,1,1,,,3,,,,6,0,,,,0,,2,2,14404.05,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
4382,4685.32207183658,2,1,1,1,2,120202.42,,601.01,12020.24,1,2,2,6000,1870,,,3,1,1,0,59774.1318,5.8,2,6,2,2,1,1,1,0,0,1,1,36060.72,24040.48,,20000,0,0,18030.36,0,0,1,18030.36,0,0,0,0,0,0,0,0,1,18030.36,0,138232.78,27870,208173.62,190143.26,3,0,0,0,400,6000,3600,0,0,1,601.01,1,0,2,6,1,2,400,120202.42,1,0,2,2,2,,3,3,,,2,0,,,,0,,2,2,9015.18,0,60.6,,,,0,1,0,0,0,0,0,0,2,2,2,1,1,2,2,1,1870,18030.36,1,0
4383,4911.38655783213,2,2,1,2,2,30050.6,,,3005.06,2,2,2,700,,,,1,1,1,0,4102.372,1,6,4,1,0,0,1,0,0,0,1,1,15000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45050.6,700,45750.6,45750.6,1,0,0,0,0,2880,864,0,0,0,0,1,0,2,2,97,2,0,30050.6,2,0,1,2,,,3,,,,97,0,,,,0,,2,2,3750,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,1,0
4384,2763.23953793142,2,,1,1,2,180303.63,,225,12020.24,2,2,2,6010.12,,,,2,1,1,0,12208.06176,2,3,4,2,0,0,1,1,0,0,1,1,102172.05,0,,72121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282475.68,78131.57,360607.25,360607.25,4,0,0,0,0,3600,2400,0,0,1,1803.04,1,0,2,6,1,2,0,180303.63,,0,4,2,2,2,3,3,3,3,1,0,,,,0,,2,2,25543.0125,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,0,1,0
4385,3612.72863403182,2,2,2,2,2,180303.63,,,9015.18,2,1,2,4000,,,,2,1,1,0,11966.38891,2,4,5,1,0,0,1,1,0,0,1,1,0,0,18000,18030.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180303.63,40030.36,220333.99,220333.99,3,0,0,0,0,3600,3600,0,0,1,3005.06,1,1,1,2,1,2,0,180303.63,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,18000,0,0,0
4386,267.750739894509,2,,1,1,2,300506.05,,1803.04,90151.82,1,1,2,30000,25000,,,3,1,1,0,98319.007,5.6,6,5,1,1,0,1,1,1,0,1,1,871467.55,0,217000,114200,9700,0,0,1,60101.21,0,0,0,0,0,0,0,0,0,0,1,60101.21,0,1111872.39,395900,1567873.6,1507772.39,5,0,0,0,750,10320,10080,0,0,1,3005.06,0,0,1,4,1,2,0,300506.05,,0,2,1,1,,1,1,,,2,0,,,,0,,1,2,217866.8875,0,1323,,,,0,0,0,1,0,0,0,0,0,0,1,0,,1,,,242000,60101.21,1,9700
4387,121.691706490283,2,,1,1,1,480809.68,3005.06,30000,60101.21,1,2,2,35000,143289.2,8095.2,,3,1,1,0.8,175119.0196,6,4,6,2,1,0,1,1,1,0,1,1,1562631.46,0,,50000,339321.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2043441.14,575706.2,2622152.4,2622152.4,5,0,0,0,0,14392.8,19483.2,0,0,1,24220.78,0,0,1,8,97,2,0,480809.68,,0,8,1,1,1,1,8,1,1,4,1702.02001953125,12020.24,,,0,,2,2,390657.865,0,1711.2,,,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,,,151384.4,0,1,123625.4
4388,2968.3728083533,2,1,2,1,2,150253.03,,300,18030.36,2,2,2,1000,,,,3,1,1,0,42484.67671,4,1,1,2,2,0,1,0,1,0,1,1,0,0,,0,1671.2,0,1000,0,0,1,1000,0,0,0,0,0,0,0,0,1,1000,0,149253.03,2671.2,152924.23,151924.23,2,0,0,0,500,4800,2400,0,0,1,5000,0,1,1,8,1,2,500,150253.03,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,1000,0,1671.2
4389,2291.15508930399,2,1,1,1,2,8e+05,,60000,70000,2,2,2,20000,,,,4,1,1,0,61193.37,5.4,3,2,3,2,1,1,0,1,0,1,1,195000,6000,,0,6000,0,3e+05,1,137000,1,3e+05,0,0,0,0,0,0,0,0,1,437000,0,558000,26000,1027000,590000,5,0,0,0,1800,7200,4800,1,3000,1,11500,0,0,1,10,1,2,1300,8e+05,1,0,3,1,2,2,1,1,1,1,2,0,,,,0,,2,1,127500,500,,,,,0,1,0,0,0,0,0,0,2,2,2,1,,1,2,1,0,437000,1,6000
4390,6252.14461171,2,2,2,1,2,96161.94,,270,1000,2,2,2,200,,,,1,1,1,0,9428.56992,1,4,5,2,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96161.94,200,96361.94,96361.94,2,0,0,0,0,2580,3420,0,0,1,300,1,1,1,6,2,2,0,96161.94,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4391,223.877069537374,2,2,1,1,2,240404.84,,1803.04,18030.36,1,2,2,35000,24000,,,1,1,1,0,95249.33145,6,4,1,3,1,0,1,0,1,0,1,1,450506.05,0,,0,34000,0,0,1,76000,0,0,0,0,0,0,0,0,0,0,1,76000,0,614910.89,93000,783910.89,707910.89,5,0,0,0,790,4800,7200,0,0,1,6000,0,0,1,12,1,2,0,240404.84,2,0,2,1,1,,1,1,,,2,0,,,,0,,2,1,150126.5125,790,960,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,24000,76000,1,34000
4392,13.7757724663881,2,,1,2,1,601012.1,6010.12,,12020.24,1,1,2,18030.36,1202024.21,6010.12,,2,1,1,1,162294.18135,6,4,6,3,2,0,1,0,1,0,1,1,243030.364,0,51086.02,0,48080.96,0,0,1,170000,0,0,0,0,0,0,0,0,0,0,1,170000,0,674042.464,1325231.67,2175284.254,2005284.254,5,0,0,0,840,15506.3165039062,9736.16396484375,0,0,1,15025.3,0,0,1,10,1,2,0,601012.1,,0,2,2,1,,8,1,,,5,0,,,,0,,2,2,135037.955,0,60101.21,,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,,,1259120.35,170000,1,48080.96
4393,454.672347487772,2,,1,1,1,180303.63,601,480.81,2404.05,2,2,2,3005.06,,,,1,1,1,0,9899.4094,1.4,6,4,1,0,0,1,0,0,0,1,1,348587.02,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528890.65,3005.06,532496.71,532496.71,5,0,0,0,0,1081.80001831055,1081.80001831055,0,0,0,0,1,0,2,2,2,2,0,180303.63,,0,2,2,2,,1,3,,,4,240.399993896484,2884.86,,,0,,2,2,87146.755,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,1,0
4394,2642.55124185296,2,1,2,2,2,220000,,,6000,2,2,2,1000,,,,4,1,1,0,18873.4,3,3,1,2,2,0,1,0,0,0,1,1,0,0,,0,0,0,145000,0,0,1,145000,0,0,0,0,0,0,0,0,1,145000,0,75000,1000,221000,76000,2,0,0,0,830,3600,600,0,0,1,4000,1,1,2,6,1,2,830,220000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,145000,0,0
4395,6559.92114291621,2,2,1,1,2,300506.05,,3906.58,19796.6,1,1,1,600,3000,,12000,5,1,1,0,62988.6357421875,6,4,5,1,1,0,1,0,1,0,1,1,84141.69,0,188000,0,1803.04,0,0,0,0,0,0,1,4000,0,0,0,0,0,0,1,4000,4000,384647.74,205403.04,590050.78,586050.78,5,0,4000,0,330,4680,11380.8,1,20000,1,21200,0,0,1,4,1,2,0,300506.05,2,0,1,1,,,1,,,,4,640,640,,,0,,2,2,21035.4225,0,90,,0,,0,0,0,1,0,0,0,0,0,0,1,0,,1,,,203000,0,1,1803.04
4396,154.803403391046,2,,2,1,2,210354.24,,240.4,4808.1,2,2,2,1202.02,,,,3,1,1,0,17394.0158,2,6,4,1,1,0,1,1,0,0,1,1,0,0,,180303.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210354.24,181505.65,391859.89,391859.89,4,0,0,0,0,10818.240234375,3606,0,0,1,3379.52,1,1,2,2,1,2,0,210354.24,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
4397,3516.97865847709,3,,2,1,2,,,1400,9000,2,2,2,3500,,,,3,0,1,0,32187.6504,4,4,1,1,3,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,3500,3500,1,0,0,0,0,8256,4944,0,0,1,18000,1,1,1,2,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4398,309.434130833496,2,2,1,2,2,540910.89,,,21035.42,2,2,1,12020.24,,,23714.4,2,1,1,0,22814,3,6,5,3,0,0,1,0,0,0,1,1,120202.42,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661113.31,35734.64,696847.95,696847.95,5,0,0,0,0,4200,7800,0,0,0,0,1,0,1,12,1,2,0,540910.89,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,30050.605,0,,,704.4,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,23714.4,0,1,0
4399,2022.35836807221,2,1,1,1,2,420708.47,,3000,36060.73,2,2,2,7329.6,,,,4,1,1,0,37512.6454,4,2,4,2,1,1,1,0,0,0,1,1,48080.97,96485.17,,0,0,0,168283.39,0,0,1,168283.39,0,0,0,0,0,0,0,0,1,168283.39,0,300506.05,7329.6,572604.21,404320.82,4.2,0,0,0,650,8400,9600,1,23000,1,28000,1,0,2,4,1,2,650,420708.47,1,0,1,2,,,8,,,,3,0,,,,0,,2,1,12020.2425,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,168283.39,1,0
4400,3534.92033387825,2,1,1,2,2,60101.21,,,6010.12,2,2,2,360.61,,,,2,1,1,0,4477.766,1,4,4,1,1,0,1,0,0,0,1,1,9015.18,0,,0,0,0,21035.42,0,0,1,21035.42,0,0,0,0,0,0,0,0,1,21035.42,0,48080.97,360.61,69477,48441.58,1,0,0,0,143,2400,1200,1,2704.55,1,1202.02,1,0,2,2,1,2,143,60101.21,1,0,1,1,,,3,,,,1,0,,,,0,,2,2,2253.795,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,21035.42,1,0
4401,3584.77495518445,2,,1,1,2,102172.06,,721.21,18030.36,2,1,2,5000,,,,3,1,1,0,725.9,1,3,1,2,0,0,1,0,0,0,1,1,60101.21,0,27000,0,0,0,0,0,0,0,0,0,0,1,6611.13,0,0,0,0,1,6611.13,6611.13,162273.27,32000,194273.27,187662.14,3,0,6611.13,0,300,4800,2400,0,0,1,7000,1,0,1,6,1,2,0,102172.06,,0,1,1,,,1,,,,6,0,,,,0,,2,2,15025.3025,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,,,27000,0,1,0
4402,1614.2519895437,3,,2,1,1,,1841.4,9000,12000,2,2,2,700,,,,3,0,1,0,25713.452,3,2,1,1,1,0,1,1,1,1,1,1,0,0,,700,3506.2,1600,0,0,0,0,0,0,0,1,2800,0,0,0,0,1,2800,2800,0,6506.2,8347.6,5547.6,1,0,2800,0,134,3000,4200,1,5000,1,5000,0,1,1,2,,3,0,,,0,,,,,,,,,,0,13400,,,0,,1,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,0,0,3506.2
4403,130.272100160821,1,,2,2,2,,,,8000,1,2,2,3000,8000,,,4,0,1,0,41480,4,2,4,3,1,0,0,1,0,0,1,1,0,0,,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,21000,21000,1,0,0,0,0,9600,8400,1,12000,1,9000,1,1,2,10,,1,0,,,0,,,,,,,,,,0,,,,0,,1,,0,0,217.2,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,8000,0,0,0
4404,4150.25497344172,97,,2,1,1,,1200,390.66,6000,2,2,2,200,,,,1,0,1,0,7590.84,1,6,5,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1400,1400,1,0,0,0,0,1800,1800,0,0,0,0,1,1,2,1,,97,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4405,4109.13778203217,2,1,1,2,2,480809.68,,,18030.36,1,2,2,9015.18,27045.54,,,5,1,1,0,56048.4086231665,5,4,5,1,1,0,1,1,0,0,1,1,120202.42,0,,3606.07,0,0,90151.82,0,0,1,90151.82,0,0,0,0,0,0,0,0,1,90151.82,0,510860.28,39666.79,640678.89,550527.07,5,0,0,0,781.320007324219,18030.3603515625,28848.6005859375,0,0,1,12020.24,1,0,1,4,1,2,781.320007324219,480809.68,1,0,1,1,,,1,,,,5,0,,,,0,,2,2,30050.605,0,2000,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,27045.54,90151.82,1,0
4406,7761.48396617001,2,2,2,2,2,180303.63,,,6010.12,1,2,2,3300,8000,,,2,1,1,0,39530.44,4,1,1,2,2,0,1,0,1,0,1,1,0,0,,0,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180303.63,14500,194803.63,194803.63,3,0,0,0,0,3600,2160,0,0,0,0,0,1,1,8,1,2,0,180303.63,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,100,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,8000,0,0,3200
4407,3581.25591464432,2,1,2,1,2,250000,,2000,25000,2,2,2,29000,,,,2,1,1,0,40443,4,2,1,3,1,0,1,0,1,0,1,1,0,0,,0,6043,0,180000,0,0,1,180000,0,0,0,0,0,0,0,0,1,180000,0,70000,35043,285043,105043,2,0,0,0,810,3600,2400,0,0,1,1202.02,0,1,1,10,1,2,810,250000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,180000,0,6043
4408,512.907595540217,1,,2,1,2,,,100,8152.2,2,2,2,4155,,,,2,0,1,0,31524.8,4,3,1,1,1,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4155,4155,4155,1,0,0,0,0,4800,1200,0,0,1,600,1,1,1,4,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4409,151.54321199324,2,2,2,1,1,168283.39,12020.24,330.56,48080.97,2,2,2,38273.2,,,,1,1,1,0,22372.238,3,4,4,1,0,0,1,0,1,0,1,1,0,0,,0,18030.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168283.39,56303.56,236607.19,236607.19,3,0,0,0,0,12000,18000,0,0,1,12020.24,0,1,2,2,1,2,0,168283.39,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,1,0,0,0,1,0,0,0,1,0,,1,,,0,0,0,18030.36
4410,1748.2757632172,2,,1,1,2,60101.21,,315,18030.36,2,2,2,2000,,,,2,1,1,0,12817.6311,2,4,5,1,0,0,1,1,0,0,1,1,1442.4288,0,,12020.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61543.6388,14020.24,75563.8788,75563.8788,2,0,0,0,0,7200,3600,0,0,0,0,1,0,1,2,1,2,0,60101.21,,0,1,2,,,3,,,,6,0,,,,0,,2,2,2253.795,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
4411,419.640855853313,2,,1,1,1,282475.69,9015.18,2103.54,30050.61,2,2,2,1803.04,,,,2,1,1,0,19196.4460779688,3,4,6,3,0,0,1,1,0,0,1,1,554433.6599,0,,12020.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836909.3499,13823.28,859747.8099,859747.8099,5,0,0,0,0,10800,3624.240234375,0,0,1,3606.07,1,0,1,10,1,2,0,282475.69,,0,4,1,1,2,1,2,1,1,4,1021.71997070313,9015.18,,,0,,2,2,163775.7975,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,1,2,,,0,0,1,0
4412,206.608870085042,2,2,1,2,2,901518.16,,,30050.61,2,1,2,1600,,,,2,1,1,0,33403.844,4,6,6,3,0,0,1,0,0,0,1,1,240404.84,0,2e+05,0,0,0,0,0,0,0,0,0,0,1,22000,0,0,0,0,1,22000,22000,1141923,201600,1343523,1321523,5,22000,0,0,180,18000,6000,0,0,1,7000,1,0,1,12,1,2,0,901518.16,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,60101.21,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,1,2,,,2e+05,0,1,0
4413,232.232570884471,2,,1,1,1,540910.89,24278,3005.06,27662.8,1,2,2,2071.8,360063.4,,,2,1,1,0,51064.3688,4.8,6,4,3,0,0,1,1,0,0,1,1,96161.94,0,,25564.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637072.83,387700,1049050.83,1049050.83,5,0,0,0,0,9600,8400,0,0,0,0,1,0,2,6,1,2,0,540910.89,,0,2,1,1,,4,4,,,8,0,,,,0,,2,2,24040.485,0,14874.6,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,360063.4,0,1,0
