h_number,facine3,p2_1,p2_5,p2_8,p2_32,p2_69,p2_70,p2_71,p2_82,p2_84,p4_7_3,p4_10,p4_15,p4_24,p4_27,p4_33,p4_35,renthog,percrent,bage,nsitlabdom,neducdom,np2_1,nnumadtrab,np1,valhog,havenegval,tienereal,np4_5,np4_18,cuentas,penseg,sideuda,tienefin,tiene,otraspr,allf,salcuentas,valpenseg,odeuhog,dvivpral,dpdte,deuoprop,dpdtehipo,deuhipv,hipo,phipo,perso,pperso,otrasd,potrasd,adeuda,vdeuda,actreales,actfinanc,riquezabr,riquezanet,percriq,deuveh,deubie,deuinvref,pagodeuda,alim,nodur,gvehic,gimpvehic,tvehic,timpvehic,p5_1,multipr,sex,educ,p2_2,p2_1.1,pagopr_vivpr,np2_5,p2_8.1,p2_9,p2_33,p2_35_1,p2_35_2,p2_35_3,p2_35a_1,p2_35a_2,p2_35a_3,p2_35a_4,p2_42_1,p2_43,rents,p7_4a,p7_4b,p2_23,p2_24,p2_25,p2_26,p2_39,pagopr_otr,p4_16,p4_40,p4_36,p4_25,s6_sum,s6_sum2,s6_sum3,s6_sum4,s6_sum5,s6_sum6,s6_sum7,s6_sum8,s6b_sum,s6b_sum_rent,p6_81,tipo_auton,direc,p5_1.1,empre,auton,riquezafin,deuda_vivienda,s6_owner,valor
1857,209.538029041726,2,72121,,1,2,,16828,2,,9015,2,,,1,1,54000,16830,2,5,5,3,1,0,1,0,0,1,1,0,1,0,0,1,1,156262,1e+05,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228383,205015,433398,433398,5,0,0,0,0,12000,7200,0,0,0,0,1,0,1,12,1,2,0,72121,,0,2,1,1,,1,1,,,2,0,,,,0,,2,2,39065.5,0,,,4000,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,154000,0,1,0
1858,115.441795952707,2,240400,2,1,1,300,30200,1,10977.6,138232,1,25258.2,,2,2,,75949.6,5.8,4,2,3,1,2,2,392584.8,1,1,1,0,0,1,0,1,1,1192302.8,0,0,114300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432702.8,277790.2,2114055.4,2114055.4,5,0,0,0,0,14400,9600,1,16001.4,1,20573.4,0,0,2,10,1,2,0,240400,2,0,6,1,1,1,5,1,1,1,3,240,2880,,,0,,2,2,298075.7,0,249.2,,,,0,1,0,0,0,0,0,0,2,2,2,1,,1,2,1,25258.2,0,1,114300
1859,481.075515448213,2,180303,,2,1,504,12020,1,1803,2,2,,,2,2,,26100,3,6,5,3,1,0,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180303,2,182108,182108,4,0,0,0,0,8652,5772,0,0,0,0,1,1,1,11,1,2,0,180303,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1860,5206.97495990454,2,60000,,2,1,500,12000,2,,1158.8,2,,,2,2,,8096.2,1,4,4,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,24000,0,0,0,0,1,24000,60000,1158.8,61158.8,37158.8,1.2,0,0,24000,240,2880,720,0,0,0,0,1,1,2,1,1,2,0,60000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,0,0,0
1861,4348.10916034428,2,90000,2,1,2,,12000,1,600,1200,2,,,2,2,,32872,4,3,2,2,1,2,4,42700,1,1,1,0,0,0,0,1,1,126400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216400,1200,260900,260900,4,0,0,0,0,5760,1680,0,0,1,9100,1,0,1,8,1,2,0,90000,2,0,4,1,3,1,1,1,5,5,4,360,4330,,,0,,2,2,31600,0,,,,,0,1,0,0,0,0,0,0,2,2,2,1,,2,2,1,0,0,1,0
1862,2282.96612139287,2,115469,,2,2,,12896.8,2,,400,2,,,2,2,,16091.4,2.2,5,5,1,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115469,400,115869,115869,2.6,0,0,0,0,4800,2400,0,0,0,0,1,1,1,2,1,2,0,115469,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1863,3510.71434478028,2,52133,2,2,2,,4200,2,,3618,2,,,2,2,,10094,1,6,4,1,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52133,3618,55751,55751,1.6,0,0,0,0,6000,2400,0,0,0,0,1,1,2,1,1,2,0,52133,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,0,0,0
1864,1810.42499542155,2,552931,,1,2,,30050,1,6000,1500,1,18030,,1,2,,64138.4,5.6,2,6,3,1,1,4,0,0,1,1,0,0,1,0,1,1,72121,7133.6,0,9417.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625052,36081.2,667133.2,667133.2,5,0,0,0,0,5040,2160,0,0,1,10217,0,0,1,12,1,2,0,552931,,0,1,3,,,1,,,,2,0,,,,0,,2,2,18030.25,0,771.6,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,1,,,25163.6,0,1,9417.6
1865,315.968649775467,2,182551.4,2,2,1,400,902,2,,1376.8,2,,,2,2,,9501,1,5,4,1,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182551.4,1376.8,183928.2,183928.2,3.4,0,0,0,0,3662.4,2604,0,0,1,301,1,1,2,2,1,2,0,182551.4,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
1866,220.215406156108,2,72000,,1,2,,18000,2,,15519.8,2,,,2,2,,38243.4,4.4,5,5,1,1,1,2,0,0,1,1,0,0,0,0,1,1,144000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216000,15519.8,231519.8,231519.8,4,0,0,0,0,4800,5280,0,0,1,4800,1,0,1,2,2,2,0,72000,,0,2,2,2,,1,3,,,2,0,,,,0,,2,2,36000,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,1,0
1867,7771.30125055482,2,60000,1,2,1,300,12000,2,,6600,2,,,1,2,,29495.8,3.8,1,1,2,1,2,2,0,0,1,1,0,0,0,0,1,1,0,7200,0,0,0,12084,0,0,1,12084,0,0,1,4200,0,0,1,16284,47916,13800,73800,57516,2,4200,0,0,396,2520,1080,0,0,1,13500,1,1,1,7,1,2,216,60000,1,0,,,,,,,,,,0,,,,0,,1,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,7200,12084,0,0
1868,295.016042067778,2,2e+05,,2,1,500,30000,2,,11457.6,2,,,2,2,,24153.4,3.2,1,1,2,1,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5700,0,0,1,5700,2e+05,11457.6,211457.6,205757.6,4,0,5700,0,150,4200,3600,0,0,1,7500,1,1,1,6,1,2,0,2e+05,,0,,,,,,,,,,0,,,,0,,1,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1869,5750.47779304865,2,6300,,2,1,240,1000,2,,2250,2,,,2,2,,9224,1,1,1,3,1,0,2,0,0,1,1,0,1,0,0,1,1,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6300,32250,38550,38550,1,0,0,0,0,720,1680,0,0,0,0,1,1,1,10,1,2,0,6300,,0,,,,,,,,,,0,,,,0,,1,2,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1870,2873.08409765267,1,,,2,2,,3000,2,,400,2,,,2,2,,23630,3,5,4,2,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,400,400,1,0,0,0,0,6000,6000,0,0,1,600,1,1,2,2,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
1871,305.791220347806,2,40738.2,,2,2,,600,2,,2494.2,2,,,2,2,,9490.4,1,6,4,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40738.2,2494.2,43232.4,43232.4,1.4,0,0,0,0,2400,2280,0,0,0,0,1,1,2,1,2,2,0,40738.2,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,0,0,0
1872,6083.66650519248,2,60000,2,1,1,6000,60000,2,,13500,2,,,2,2,,21950,3,3,6,1,1,2,5,15000,1,1,1,0,1,1,1,1,1,90000,0,30000,11895,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,85395,250395,250395,4,0,0,0,0,14400,7200,0,0,1,3000,0,0,1,2,1,2,0,60000,2,0,1,1,,,2,,,,3,0,,,,0,,2,2,22500,0,,,,,0,1,0,0,0,0,0,0,2,2,1,1,1,1,2,1,0,0,1,11895
1873,234.458411298077,2,90151,,2,2,,9385,2,,30050,2,,,2,2,,44173.4,4.6,5,4,1,1,2,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90151,30050,120201,120201,3,0,0,0,0,8640,2160,0,0,1,18030,1,1,2,2,1,2,0,90151,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
1874,1374.24796560915,2,180722,,1,2,,30000,2,,6000,2,,,2,2,,78858,6,4,1,1,1,3,5,0,0,1,1,0,1,1,0,1,1,60240,0,7228,29399.6,0,0,1,33132,0,0,0,0,0,0,0,0,1,33132,207830,42627.6,283589.6,250457.6,4,0,0,0,600,11352,11364,0,0,1,6000,0,0,1,5,1,2,0,180722,,0,1,1,,,1,,,,2,0,,,,0,,2,2,15060,600,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,33132,1,29399.6
1875,3643.24888377281,2,180000,2,1,2,,25000,2,,24000,2,,,2,2,,61680,5.4,5,1,1,1,2,3,0,0,1,1,0,0,0,0,1,1,228000,0,0,0,0,0,1,84000,0,0,0,0,0,0,0,0,1,84000,324000,24000,432000,348000,5,0,0,0,520,3000,1800,0,0,1,8000,1,0,1,4,1,2,0,180000,2,0,2,1,1,,1,1,,,6,0,48,,,0,,2,2,57000,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,84000,1,0
1876,594.856772824806,1,,,2,1,700,4070,1,6000,,2,,,2,2,,12600,2,5,5,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,1,0,0,0,0,3000,4200,0,0,1,2533.8,1,1,1,3,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1877,5299.38971765622,2,70000,,2,2,,12000,2,,1500,2,,,2,2,,42400,5,3,6,1,1,2,4,118000,1,1,1,0,0,1,1,1,1,0,0,0,9200,3000,0,0,0,0,0,1,30000,0,0,0,0,1,30000,70000,13700,201700,171700,3,0,30000,0,550,6000,4800,0,0,1,900,0,1,2,4,2,2,0,70000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,1,0,0,0,0,0,0,2,2,2,2,1,1,2,1,0,0,0,9200
1878,6161.72069299205,2,60101,1,2,2,,18030,2,,2300,2,,,2,2,,17745.4,2.4,2,1,1,1,1,4,0,0,1,1,0,1,0,0,1,1,0,0,2300,0,0,24040,0,0,1,24040,0,0,0,0,0,0,1,24040,36061,4600,64701,40661,2,0,0,0,301,3612,2160,0,0,1,12020,1,1,1,4,1,2,301,60101,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,24040,0,0
1879,155.234383662834,2,72363.2,,2,2,,20000,2,,2000,2,,,1,2,,9402,1,6,4,2,1,0,2,0,0,1,1,0,1,0,0,1,1,0,1e+05,1e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72363.2,202000,274363.2,274363.2,4.2,0,0,0,0,4800,4200,0,0,1,500,1,1,2,4,2,2,0,72363.2,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,1e+05,0,0,0
1880,4924.11992560388,3,,,2,1,77,6010,2,,1424.8,2,,,2,2,,18300,2.8,2,1,3,0,1,3,0,0,0,1,0,0.4,0,0,1,1,0,0,1645.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3070.2,3070.2,3070.2,1,0,0,0,0,4800,3000,0,0,1,6000,1,1,2,10,,3,0,,,0,,,,,,,,,,0,,,,0,,1,,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1881,112.229349326091,2,210000,2,1,2,,35000,2,,27000,1,40000,,2,2,,65991.2,5.6,6,5,3,1,0,2,0,0,1,1,0,1,0,0,1,1,468000,0,92000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678000,159000,837000,837000,5,0,0,0,0,7200,10800,0,0,1,6000,1,0,1,11,1,2,0,210000,2,0,2,1,1,,1,1,,,4,580,6600,,,0,,2,2,117000,0,1800,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,40000,0,1,0
1882,10.2258872371073,1,,,1,2,,30000,2,,2000,2,,6000,2,2,,94538,6,3,6,3,0,2,4,106448.9,1,1,1,1,0,1,0,1,1,360600,0,0,5032.2,0,0,1,259200,0,0,0,0,0,0,0,0,1,259200,101400,13032.2,480081.1,220881.1,3.8,0,0,0,1753,7200,14400,0,0,1,12000,0,0,1,12,,1,0,,,0,1,1,,,1,,,,7,0,,,,0,,2,,90150,1753,,,,0,0,1,0,0,0,0,0,0,2,2,1,2,1,1,2,3,6000,259200,1,5032.2
1883,2973.4758311314,2,36000,,2,2,,12000,2,,4298,2,,,2,2,,27833,3.8,5,5,2,1,0,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36000,4298,40298,40298,1.2,0,0,0,0,3000,600,0,0,1,1800,1,1,1,8,1,2,0,36000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1884,191.100658583975,2,330600,2,1,2,,38536.6,2,,18100,1,12000,30050,1,2,,123193,6,4,6,3,1,3,3,3000,1,1,1,1,0,1,1,1,1,467138.4,1803,0,85318.2,9015,0,0,0,0,0,1,138199,0,0,0,0,1,138199,797738.4,156286.2,957024.6,818825.6,5,0,0,138199,1497,7200,14400,0,0,1,15100,0,0,1,12,1,2,0,330600,2,0,4,1,1,1,1,1,1,1,2,902,10830,,,0,,2,2,116784.6,0,6000,,,12000,0,1,0,0,0,0,0,0,2,2,1,3,1,1,2,3,43853,0,1,77239.4
1885,4307.83071141541,2,42000,,1,2,,3000,2,,1020.6,2,,,2,2,,13825,1.6,4,1,1,1,1,3,0,0,1,1,0,0,0,0,1,1,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96000,1020.6,97020.6,97020.6,3,0,0,0,0,2160,1440,0,0,0,0,1,0,1,2,2,2,0,42000,,0,1,1,,,3,,,,4,300,240,,,0,,2,2,13500,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
1886,4457.57063030469,2,228000,2,2,1,2000,18000,2,,3500,2,,12020,2,1,12000,15846,2,1,2,3,1,1,4,0,0,1,1,1,1,1,0,1,1,0,0,14000,2000,0,0,0,0,0,0,1,35000,0,0,0,0,1,35000,228000,43520,271520,236520,4,0,35000,0,216,4800,6000,0,0,1,9000,0,1,1,12,1,2,0,228000,2,0,,,,,,,,,,0,,,,0,,2,1,0,0,,,200,84,0,1,0,0,0,0,0,0,2,2,2,3,,1,2,4,24020,0,0,2000
1887,3385.76985975946,2,30000,,2,2,,6000,2,,1000,2,,,2,2,,19741,2.6,5,4,1,1,1,4,0,0,1,1,0,1,0,0,1,1,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,2000,32000,32000,1,0,0,0,0,3600,1200,0,0,1,400,1,1,2,2,1,2,0,30000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
1888,169.644931117462,2,102172,2,1,2,,42070,2,,833.8,2,,,2,2,,33194.2,3.8,4,4,1,1,3,5,150202,1,1,1,0,0,0,0,1,1,12365,0,0,0,0,0,0,0,0,0,0,0,1,325146,0,0,1,325146,114537,833.8,265572.8,-59573.2,1,18631,0,306515,1599,28800,7200,1,21000,1,54091,1,0,2,2,1,2,0,102172,2,0,1,1,,,4,,,,2,0,,,,0,,2,1,3091.25,0,,,,,0,0,0,0,0,0,0,1,0,0,,0,,2,,,0,0,1,0
1889,5609.79647216351,2,3e+05,1,2,1,6000,18000,2,,6000,1,1200,,2,2,,110068.4,6,1,1,3,1,2,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,30000,0,0,1,30000,0,0,0,0,0,0,1,30000,270000,7200,307200,277200,4,0,0,0,720,7740,16260,0,0,1,12000,1,1,2,10,1,2,720,3e+05,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,3.4,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,1200,30000,0,0
1890,5445.27701840374,2,120000,2,2,2,,18000,1,2507.6,10220,2,,,1,1,13059.2,46200,5,4,1,3,1,3,3,0,0,1,1,0,0,0,0,1,1,0,12681.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,35961,158468.6,158468.6,3,0,0,0,0,7200,4800,0,0,1,6000,1,1,1,10,1,2,0,120000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,456.8,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,25741,0,0,0
1891,3561.05870727368,2,90000,,1,1,720,9000,2,,600,2,,,2,2,,25822,3,5,5,1,1,1,3,0,0,1,1,0,1,0,0,1,1,12000,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102000,12600,114600,114600,3,0,0,0,0,6000,6000,0,0,0,0,1,0,1,4,1,2,0,90000,,0,1,2,,,1,,,,2,0,,,,0,,2,2,3000,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
1892,821.197390082116,2,120000,2,1,1,800,16027.8,2,,75966.6,1,18000,,1,2,,111223.4,6,4,2,3,1,3,4,288283.908,1,1,1,0,1,1,1,1,1,158913.6,442134.8,60000,61000,120000,0,0,0,0,0,0,0,1,19232,0,0,1,19232,278913.6,777101.4,1344298.908,1325066.908,5,0,0,19232,2500,7200,16608,0,0,1,18150,0,0,1,10,1,2,0,120000,2,0,6,1,1,1,6,4,4,4,4,400,4800,,,0,,2,2,39728.4,0,1783.8,,,,0,1,0,0,0,0,0,0,2,2,2,3,,1,2,4,460134.8,0,1,61000
1893,232.868994295305,2,180000,,2,2,,12000,2,,120000,2,,,2,2,,5295,1,6,4,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,120000,3e+05,3e+05,4,0,0,0,0,2476.8,2083.2,0,0,0,0,1,1,2,2,1,2,0,180000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
1894,4474.37239270496,2,60000,2,1,2,,18000,2,,1202,2,,,2,2,,44562,5,4,1,1,1,2,4,0,0,1,1,0,0,1,0,1,1,48000,0,0,10326.4,0,0,1,5009.8,0,0,0,0,0,0,0,0,1,5009.8,102990.2,11528.4,119528.4,114518.6,3,0,0,0,168,7200,10800,0,0,1,4200,0,0,1,2,1,2,0,60000,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,12000,168,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,5009.8,1,10326.4
1895,197.874566744646,2,101208,,1,2,,16715,2,,1732,2,,,2,2,,35112.6,4.2,4,5,1,1,1,3,0,0,1,1,0,0.4,0,0,1,1,41933.4,0,31229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143141.4,32961,176102.4,176102.4,3.4,0,0,0,0,2880,7920,0,0,1,4566.6,1,0,1,5,1,2,0,101208,,0,1,1,,,1,,,,2,0,,,,0,,2,2,10483.35,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
1896,241.796143235632,2,3e+05,,1,2,,30000,2,,12000,1,120000,,2,2,,126429,6,5,1,3,1,2,3,0,0,1,1,0,0,1,0,1,1,120000,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420000,162000,582000,582000,5,0,0,0,0,9600,12000,0,0,0,0,0,0,1,10,1,2,0,3e+05,,0,1,2,,,1,,,,2,0,,,,0,,2,2,30000,0,584,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,120000,0,1,30000
1897,4559.96990001513,2,150000,,2,2,,20045.8,2,,1983.4,2,,,2,2,,30329.6,3.6,5,4,1,1,1,3,0,0,1,1,0,0,1,0,1,1,0,0,0,12010.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,13994.2,163994.2,163994.2,3,0,0,0,0,8892,6708,0,0,1,5000,0,1,2,2,1,2,0,150000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,1,,,0,0,0,12010.8
1898,315.209611493076,2,180000,2,1,2,,44343.4,1,1200,3600,1,60000,,2,2,,49012.2,4.6,4,1,2,1,1,3,104744.4,1,1,1,0,1,1,0,1,1,350337.2,0,240000,19358.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530337.2,322958.8,959240.4,959240.4,5,0,0,0,0,9288,5680.8,0,0,1,24000,0,0,1,6,1,2,0,180000,2,0,4,1,1,2,6,1,1,1,4,1803,21600,,,0,,2,2,87584.3,0,420,,,,0,0,1,0,0,0,0,0,0,0,2,0,,1,,,60000,0,1,19358.8
1899,6796.54560696257,2,125000,,2,1,3320,12500,2,,500,2,,,2,2,,31398,4,5,5,1,1,2,5,0,0,1,1,0,1,0,0,1,1,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000,7000,132000,132000,3,0,0,0,0,7440,4920,0,0,1,600,1,1,1,2,1,2,0,125000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1900,3187.14527766142,2,150200,2,1,2,,15000,2,,2500,2,,,2,2,,55505,5,4,6,3,1,3,4,0,0,1,1,0,0,1,0,1,1,330700,0,0,0,0,0,1,66000,0,0,0,0,1,10375,0,0,1,76375,414900,2500,483400,407025,5,10375,0,0,1122,7200,2964,1,24000,1,30050,0,0,2,8,1,2,0,150200,2,0,2,2,1,,1,1,,,4,500,,,,0,,2,2,82675,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,1,,,0,66000,1,0
1901,4447.69022862385,3,,,2,1,1800,7972.4,2,,1200,2,,,2,2,,37354.2,3.8,1,4,2,0,2,3,0,0,0,1,0,1,0,0,1,1,0,0,5193.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6393.4,6393.4,6393.4,1,0,0,0,0,10092,708,0,0,1,900,1,1,2,8,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,0,0,1,0,0,0,0,,0,,2,,,0,0,0,0
1902,5230.18761906955,2,90000,2,1,1,960,12263.8,2,,650,2,,,2,2,,20194,3,3,1,2,1,1,2,0,0,1,1,0,0,0,1,1,1,180000,0,0,0,9400.8,0,0,0,0,0,1,8500,0,0,0,0,1,8500,270000,10050.8,280050.8,271550.8,4,0,0,8500,360,5040,2160,0,0,1,18000,1,0,2,9,1,2,0,90000,2,0,1,1,,,1,,,,2,0,,,,0,,2,1,45000,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
1903,5539.27372527051,1,,,2,2,,3000,2,,945.2,2,,,2,2,,16978.8,2.4,1,4,1,0,0,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945.2,945.2,945.2,1,0,0,0,0,5760,2160,0,0,1,600,1,1,1,2,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,0,1,0,0,0,0,0,2,0,,2,,,0,0,0,0
1904,2523.3287015674,2,2e+05,,1,2,,23770.2,2,,800,2,,,2,2,,21400,3,5,5,3,1,0,2,0,0,1,1,0,1,0,0,1,1,1800000,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e+06,60800,2060800,2060800,5,0,0,0,0,6000,8400,0,0,1,500,1,0,1,10,2,2,0,2e+05,,0,3,2,2,2,3,3,3,3,1,0,,,,0,,2,2,450000,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
1905,31.3618346176586,2,6e+05,,1,1,3000,105000,2,,18000,1,183464,3e+06,2,2,,355000,6,4,6,3,1,2,2,273057.706,1,1,1,1,1,1,0,1,1,1200000,0,9e+05,132000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000,4233464,6306521.706,6306521.706,5,0,0,0,0,6000,138000,1,480000,1,516000,0,0,2,12,1,2,0,6e+05,,0,2,1,1,,1,1,,,2,0,6000,,,0,,2,2,3e+05,0,1000,,,9067.2,0,1,0,0,0,0,0,0,1,11,2,2,1,1,1,3,3183464,0,1,132000
1906,5786.44456183971,2,90000,,2,1,1800,15000,2,,2000,2,,,2,2,,39672.6,4.4,3,1,1,1,2,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4587.4,0,0,1,4587.4,90000,2000,92000,87412.6,2,0,4587.4,0,235,5760,3600,0,0,1,13200,1,1,2,2,1,2,0,90000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1907,126.498860516129,2,420750,1,1,2,,36100,1,21864.2,600,1,45000,,1,2,,300960,6,4,2,3,1,1,4,115534,0.6,1,1,0,0,1,0,1,1,438737,300999,0,570500,0,12100,0,0,1,12100,0,0,0,0,0,0,1,12100,847387,917099,1913984.2,1901884.2,5,0,0,0,601,2892,15144,0,0,1,3659,0,0,1,12,1,2,601,420750,1,0,4,1,1,2,1,1,1,1,7,0,,,,0,,2,2,109684.25,0,450,,,,0,1,0,0,0,0,0,0,2,2,2,1,,1,2,1,345999,12100,1,570500
1908,143.738899544142,2,120000,,2,1,500,30000,1,6000,18000,2,,,1,2,,51770,5,2,2,3,1,2,5,145706.6,0.6,1,1,0,0,0,0,1,1,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,78000,349706.6,349706.6,4.4,0,0,0,0,12612,12588,0,0,1,24000,1,1,1,10,3,2,0,120000,,0,,,,,,,,,,0,,,,0,,1,2,0,0,,,,,0,1,0,0,0,0,0,0,2,2,2,1,,2,2,1,60000,0,0,0
