h_number,facine3,p2_1,p2_5,p2_8,p2_32,p2_69,p2_70,p2_71,p2_82,p2_84,p4_7_3,p4_10,p4_15,p4_24,p4_27,p4_33,p4_35,renthog,percrent,bage,nsitlabdom,neducdom,np2_1,nnumadtrab,np1,valhog,havenegval,tienereal,np4_5,np4_18,cuentas,penseg,sideuda,tienefin,tiene,otraspr,allf,salcuentas,valpenseg,odeuhog,dvivpral,dpdte,deuoprop,dpdtehipo,deuhipv,hipo,phipo,perso,pperso,otrasd,potrasd,adeuda,vdeuda,actreales,actfinanc,riquezabr,riquezanet,percriq,deuveh,deubie,deuinvref,pagodeuda,alim,nodur,gvehic,gimpvehic,tvehic,timpvehic,p5_1,multipr,sex,educ,p2_2,p2_1.1,pagopr_vivpr,np2_5,p2_8.1,p2_9,p2_33,p2_35_1,p2_35_2,p2_35_3,p2_35a_1,p2_35a_2,p2_35a_3,p2_35a_4,p2_42_1,p2_43,rents,p7_4a,p7_4b,p2_23,p2_24,p2_25,p2_26,p2_39,pagopr_otr,p4_16,p4_40,p4_36,p4_25,s6_sum,s6_sum2,s6_sum3,s6_sum4,s6_sum5,s6_sum6,s6_sum7,s6_sum8,s6b_sum,s6b_sum_rent,p6_81,tipo_auton,direc,p5_1.1,empre,auton,riquezafin,deuda_vivienda,s6_owner,valor
1569,4258.75889293467,2,120202,2,2,2,,18000,2,,2104.6,2,,,2,2,,25862.8,3,2,1,1,1,2,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120202,2104.6,122306.6,122306.6,3,0,0,0,0,4800,2400,0,0,1,600,1,1,1,3,1,2,0,120202,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1570,110.603399047233,2,372627,,2,1,4207,72121,2,,2585,1,47000,,1,1,24040,60144,6,2,6,3,1,1,4,1923238,1,1,1,0,1,0,0,1,1,0,131000,110000,0,0,0,0,0,0,0,0,0,1,145000,0,0,1,145000,372627,314625,2610490,2465490,5,0,0,145000,545,7212,36060,0,0,1,18030,1,1,1,12,1,2,0,372627,,0,,,,,,,,,,0,,,,0,,2,,0,0,0,,700,,1,1,0,0,0,0,0,0,2,2,1,1,1,2,2,1,202040,0,0,0
1571,189.488990740172,1,,,2,2,,12000,1,5000,900,2,,,2,2,,18135.4,2.6,2,4,2,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,11500,2887.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15287.6,20287.6,20287.6,1,0,0,0,0,2400,8400,0,0,0,0,0,1,2,8,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,0,0,0,0,1,0,0,,0,,1,,,0,0,0,2887.6
1572,305.486938270664,1,,,2,2,,6000,2,,600,2,,,2,2,,16147.4,2,6,5,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18600,18600,18600,1,0,0,0,0,4200,1800,0,0,0,0,1,1,1,2,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1573,189.670521704456,2,45932.4,,2,2,,6503.8,2,,10021.2,2,,,1,2,,58500,5.6,6,5,1,1,1,3,0,0,1,1,0,1,0,0,1,1,0,49395.8,61059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45932.4,120476,166408.4,166408.4,3.4,0,0,0,0,6000,1800,0,0,0,0,1,1,1,2,2,2,0,45932.4,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,49395.8,0,0,0
1574,3895.11286726549,1,,,2,2,,680,2,,185,2,,,2,2,,6534.4,1,6,5,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,185,185,1,0,0,0,0,2400,600,0,0,0,0,1,1,2,1,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1575,650.750256564006,2,120202,,2,2,,36060,2,,1127.8,2,,,2,2,,25462.4,3.2,2,4,2,1,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120202,1127.8,121329.8,121329.8,3,0,0,0,0,3600,5052,0,0,1,1202,1,1,2,6,1,2,0,120202,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,0,0,0
1576,128.503379934446,2,480800,2,1,1,1800,120205,1,63106.8,90155,2,,582982,2,2,,61241.2,5.2,6,6,3,1,0,2,0,0,1,1,1,0,0,0,1,1,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960800,673137,1697043.8,1697043.8,5,0,0,0,0,10800,10800,0,0,1,30050,1,0,1,10,1,2,0,480800,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,120000,0,,,,65797.4,0,0,0,1,0,0,0,0,0,0,2,0,1,2,,,582982,0,1,0
1577,162.001016001359,2,120000,1,2,2,,9238.4,2,,1500,2,,,2,2,,18668,2.6,4,1,1,1,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,50000,0,0,1,50000,0,0,0,0,0,0,1,50000,70000,1500,121500,71500,2,0,0,0,490,5004,3504,0,0,0,0,1,1,2,2,1,2,490,120000,1,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,50000,0,0
1578,3420.97430751746,2,36000,,2,2,,500,2,,180,2,,,2,2,,15371.4,2,3,1,1,1,1,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36000,180,36180,36180,1,0,0,0,0,2400,840,0,0,0,0,1,1,1,2,1,2,0,36000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1579,541.070803399219,3,,,1,1,1202,18030,2,,800,1,1803,,2,2,,31915.6,4,4,4,3,0,0,1,0,0,1,1,0,1,0,0,1,1,150250,0,60101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150250,62704,212954,212954,4,0,0,0,0,4320,10104,0,0,1,1500,1,0,2,11,,3,0,,,0,1,3,,,1,,,,2,0,,,,0,,2,,37562.5,0,90,,,,0,0,0,0,1,0,0,0,0,0,1,0,,2,,,1803,0,1,0
1580,79.3744319504584,2,180300,,2,2,,40000,2,,7297.4,2,,,2,2,,87439,5.6,4,5,3,1,1,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180300,7297.4,187597.4,187597.4,4,0,0,0,0,10800,6000,0,0,0,0,1,1,2,10,1,2,0,180300,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1581,6732.42953052596,2,90000,2,1,2,,24000,2,,3030.2,2,,,2,2,,14538,2,3,1,3,1,1,2,0,0,1,1,0,0,1,0,1,1,42000,0,0,8648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132000,11678.2,143678.2,143678.2,3,0,0,0,0,5760,5040,0,0,1,1800,0,0,2,10,1,2,0,90000,2,0,1,3,,,1,,,,2,0,,,,0,,2,2,10500,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,0,1,8648
1582,4397.16096697687,2,145996.2,2,2,2,,16281.4,2,,1000,2,,,2,2,,27000,4,4,5,3,1,1,4,0,0,1,1,0,0,1,0,1,1,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145996.2,13000,158996.2,158996.2,3.2,0,0,0,0,9360,14640,0,0,1,6000,0,1,1,11,1,2,0,145996.2,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,1,,,0,0,0,12000
1583,5056.23841229645,2,120202,1,2,2,,2400,2,,120,2,,,2,2,,19946.2,2.8,2,1,2,1,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,37863,0,0,1,37863,0,0,0,0,0,0,1,37863,82339,120,120322,82459,2,0,0,0,235,5400,5412,0,0,0,0,1,1,2,8,1,2,235,120202,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,37863,0,0
1584,97.3725327861541,2,270000,,1,2,,18000,2,,18000,2,,,2,2,,53727,5.2,4,1,2,1,1,3,0,0,1,1,0,1,0,0,1,1,150000,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420000,33000,453000,453000,5,0,0,0,0,11167.2,12832.8,0,0,0,0,1,0,2,8,1,2,0,270000,,0,1,1,,,1,,,,2,0,,,,0,,2,2,37500,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
1585,4248.65080188452,3,,,1,1,126,4207,2,,1000,1,9693,,2,2,,28978.4,3.2,3,1,2,0,1,5,0,0,1,1,0,0,1,0,1,1,2611.092,0,0,3862,0,0,0,0,0,0,0,0,1,2560,0,0,1,2560,2611.092,14555,17166.092,14606.092,1,0,2560,0,99,3600,5400,0,0,1,2404,0,0,1,8,,3,0,,,0,1,1,,,4,,,,3,0,,,,0,,2,,1978.1,0,720,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,9693,0,1,3862
1586,128.503379934446,2,360000,,1,2,,1220,2,,76969.8,1,24000,1803,1,2,,79568,5.4,5,5,3,1,0,2,0,0,1,1,1,0,0,0,1,1,180300,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540300,312772.8,853072.8,853072.8,5,0,0,0,0,4320,19716,0,0,1,901,1,0,2,10,1,2,0,360000,,0,1,1,,,6,,,,4,270,3245,,,0,,2,2,45075,0,0,,,276,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,235803,0,1,0
1587,97.7181062527239,2,600100,,1,1,18000,300500,1,9000,3000,1,60100,120000,1,2,,219049.4,6,4,6,3,1,2,3,20559.2,0.8,1,1,1,0,1,1,1,1,2863454,6000,0,117357,93922.8,0,1,162273,0,0,0,0,0,0,0,0,1,162273,3301281,400379.8,3893493,3731220,5,0,0,0,960,8256,6144,0,0,1,10200,0,0,1,10,1,2,0,600100,,0,10,2,2,1,2,2,1,1,4,1620,19440,,,0,,2,2,715863.5,0,3000,,,100,1,0,0,0,0,0,0,0,0,0,1,0,1,1,,,186100,162273,1,6000
1588,358.874045734401,2,96000,1,1,1,300,6000,1,6000,30000,2,,,2,2,,112564.6,6,3,1,3,1,2,2,0,0,1,1,0,0,1,1,1,1,96000,0,0,50250,36000,30000,1,25858,1,30000,0,0,0,0,0,0,1,55858,136142,116250,314250,258392,4,0,0,0,637,7200,3600,1,9600,1,21000,0,0,2,8,1,2,312,96000,1,0,1,1,,,6,,,,6,0,,,,0,,2,2,24000,325,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,55858,1,50250
1589,3510.71434478028,2,52396.2,,2,2,,4691,2,,24100,2,,,2,2,,6805,1,5,5,1,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52396.2,24100,76496.2,76496.2,2,0,0,0,0,1560,1440,0,0,1,310,1,1,1,2,2,2,0,52396.2,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,0,0
1590,122.532810744422,2,360000,2,1,2,,42124.2,1,7165,10152.6,1,21249.4,324729.6,1,2,,181615.4,6,3,1,3,1,2,5,0,0,1,1,1,0,1,0,1,1,360000,22413.2,0,17931.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720000,396476.2,1123641.2,1123641.2,5,0,0,0,0,9000,5400,1,21000,1,30000,0,0,2,12,1,2,0,360000,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,90000,0,649.4,,,1083.2,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,368392.2,0,1,17931.4
1591,128.503379934446,2,226910.8,2,1,2,,9000,2,,6000,2,,,2,2,,46092,4.6,5,5,3,1,0,2,0,0,1,1,0,0,0,0,1,1,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241910.8,6000,247910.8,247910.8,4,0,0,0,0,2880,3120,0,0,1,5000,1,0,1,10,1,2,0,226910.8,2,0,1,1,,,4,,,,8,0,,,,0,,2,2,3750,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
1592,258.52557263271,2,174185,2,2,2,,16126.2,2,,3743.6,2,,,2,2,,15968.4,2.2,5,5,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174185,3743.6,177928.6,177928.6,3.6,0,0,0,0,3016.8,1783.2,0,0,0,0,1,1,2,2,1,2,0,174185,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1593,6693.62288263951,3,,,2,2,,2246.6,2,,1197.6,2,,,2,2,,9143.6,1.4,3,1,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197.6,1197.6,1197.6,1,0,0,0,0,1353.6,806.4,0,0,0,0,1,1,1,6,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,1,0,0,0,0,0,0,0,2,0,,2,,,0,0,0,0
1594,9299.85675180943,2,48192,2,1,2,,9000,2,,3000,2,,,2,2,,18508.8,2.6,2,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,5940,0,0,6506,0,0,0,0,0,0,0,0,1,15420,0,0,1,15420,54132,9506,63638,48218,2,7710,0,7710,324,1440,2880,1,9000,1,8115,0,0,2,2,1,2,0,48192,2,0,1,2,,,1,,,,2,0,,,,0,,2,2,4500,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,0,1,6506
1595,2873.08409765267,2,240500,,1,2,,11518,2,,,1,6238.4,,2,1,17856,39927,4.4,6,5,2,1,0,2,0,0,1,0,0,0,0,0,1,1,338980.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579480.8,24094.4,603575.2,603575.2,5,0,0,0,0,4752,2448,0,0,0,0,1,0,2,10,1,2,0,240500,,0,1,1,,,1,,,,2,0,,,,0,,2,2,84745.2,0,160.2,,594.8,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,24094.4,0,1,0
1596,3288.65673509893,3,,,2,1,2100,6000,2,,22000,1,6000,,2,2,,37570,4,3,6,2,0,3,4,138399.8,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000,166399.8,166399.8,3.2,0,0,0,0,8640,5760,0,0,1,600,1,1,1,6,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,100,,,,0,1,0,0,0,0,0,0,2,2,1,1,1,2,2,3,6000,0,0,0
1597,350.455541549145,2,270000,2,1,1,900,22831,1,24000,2500,1,18000,,1,2,,42212,4.4,4,1,2,1,1,1,0,0,1,1,0,1,1,0,1,1,567000,18000,63468.6,37800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837000,139768.6,1000768.6,1000768.6,5,0,0,0,0,5275.2,9602.4,0,0,1,6000,0,0,1,9,1,2,0,270000,2,0,2,2,1,,1,4,,,4,900,10300,,,0,,1,2,141750,0,185,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,36000,0,1,37800
1598,854.144681391923,1,,,2,2,,6000,2,,900,2,,,2,2,,12499.6,1.4,2,2,1,0,1,1,844.2,0.4,0.4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,1744.2,1744.2,1,0,0,0,0,3000,3000,0,0,0,0,1,1,1,3,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,1,0,0,0,0,0,0,2,2,1,1,,2,2,1,0,0,0,0
1599,2559.4659487533,2,150602,1,2,2,,6010,2,,18072,2,,,2,2,,20210,3,3,1,1,1,1,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,36144,0,0,1,36144,0,0,0,0,0,0,1,36144,114458,18072,168674,132530,3,0,0,0,400,9600,4848,0,0,1,300,1,1,1,2,1,2,400,150602,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,36144,0,0
1600,364.807790681029,2,66589,,1,1,1502,12020,2,,5678.8,1,3331.8,,2,2,,16774.2,2.4,5,5,1,1,0,2,0,0,1,1,0,0,0,0,1,1,62504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129093,9010.6,138103.6,138103.6,3,0,0,0,0,2880,1920,1,9015,1,9015,1,0,2,2,1,2,0,66589,,0,9,2,2,2,3,3,3,3,6,0,,,,0,,2,2,15626,0,22.8,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,3331.8,0,1,0
1601,115.441795952707,2,330556,2,1,2,,42070,1,12020,6010,2,,,1,2,,94525,6,4,1,2,1,0,2,0,0,1,1,0,1,0,0,1,1,655102,13500,20500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985658,40010,1037688,1037688,5,0,0,0,0,3060,18540,0,0,1,601,1,0,1,9,1,2,0,330556,2,0,3,2,1,1,5,8,2,2,4,3752,60969,,,0,,1,2,163775.5,0,,,,,0,0,1,0,0,0,0,0,0,0,2,0,,2,,,13500,0,1,0
1602,2800.05742808202,2,120000,,2,2,,18000,2,,7000,2,,,2,2,,23060,3,5,5,1,1,0,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,7000,127000,127000,3,0,0,0,0,8400,1800,0,0,1,750,1,1,1,2,1,2,0,120000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1603,3510.71434478028,2,120000,,1,2,,18000,2,,12000,1,6000,,2,2,,8202,1,5,4,1,1,0,2,0,0,1,1,0,0,0,0,1,1,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,18000,258000,258000,4,0,0,0,0,3600,1200,0,0,1,5000,1,0,2,2,1,2,0,120000,,0,1,1,,,1,,,,6,0,,,,0,,2,2,30000,0,30,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,6000,0,1,0
1604,4504.32535455385,2,96000,1,1,1,1200,12000,2,,300,2,,,2,2,,69618.8,5.4,3,6,2,1,3,4,0,0,1,1,0,0,1,0,1,1,12000,0,0,3060,0,32000,1,15200,1,32000,0,0,0,0,0,0,1,47200,60800,3360,111360,64160,2,0,0,0,820,9120,20880,0,0,1,6000,0,0,1,8,1,2,400,96000,1,0,1,1,,,4,,,,2,0,,,,0,,2,1,3000,420,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,1,,,0,47200,1,3060
1605,4924.8429316547,2,222374,,1,2,,6000,2,,3005,2,,,2,2,,34422.4,4,2,1,2,1,2,3,0,0,1,1,0,0,0,0,1,1,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292374,3005,295379,295379,4,0,0,0,0,3600,2400,0,0,1,6491,1,0,1,8,1,2,0,222374,,0,1,2,,,1,,,,2,0,,,,0,,2,2,17500,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
1606,26.1045156287929,2,360000,2,2,1,900,50000,1,18000,20000,1,50000,,2,2,,60000,6,4,6,3,1,1,3,0,0,1,1,0,1,1,0,1,1,0,0,60000,140000,0,0,0,0,0,0,0,0,1,30000,0,0,1,30000,360000,270000,648000,618000,5,0,0,30000,1080,12000,2400,1,24000,1,9000,0,1,1,10,1,2,0,360000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,1350.8,,,,0,1,0,0,0,0,0,0,2,2,1,1,1,1,2,1,50000,0,0,140000
1607,128.503379934446,2,120000,2,1,2,,3000,2,,3000,2,,,2,2,,8500,1,6,5,1,1,0,2,0,0,1,1,0,0,0,0,1,1,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132000,3000,135000,135000,3,0,0,0,0,3600,1800,0,0,0,0,1,0,1,2,1,2,0,120000,2,0,1,2,,,1,,,,2,0,,,,0,,2,2,3000,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
1608,272.52978940091,2,90000,2,2,2,,30000,2,,15000,2,,,1,2,,53149.8,5.2,4,6,2,1,1,2,0,0,1,1,0,1,1,0,1,1,0,6000,110000,16000,0,0,0,0,0,0,0,0,1,12000,0,0,1,12000,90000,147000,237000,225000,4,12000,0,0,480,5040,6926.4,0,0,1,27000,0,1,1,8,1,2,0,90000,2,0,,,,,,,,,,0,,,,0,,1,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,1,,,6000,0,0,16000
1609,3153.87168194801,2,12000,,1,2,,6000,2,,600,2,,,2,2,,2030,1,4,5,1,1,0,2,0,0,1,1,0,0,0,0,1,1,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34000,600,34600,34600,1,0,0,0,0,1500,300,0,0,0,0,1,0,1,2,2,2,0,12000,,0,20,2,2,2,3,3,3,3,1,0,,,,0,,2,2,5500,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,1,0
1610,4616.92037278321,2,18000,,2,2,,3777.8,2,,1282.8,2,,,2,2,,9581.8,1.2,5,5,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,1282.8,19282.8,19282.8,1,0,0,0,0,1440,3120,0,0,0,0,1,1,2,1,2,2,0,18000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1611,5876.11268464082,1,,,2,2,,7845.6,2,,2017.6,2,,,2,2,,35560,4.2,3,2,1,0,2,5,16598.2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8986.2,0,0,1,8986.2,0,2017.6,18615.8,9629.6,1,3270.6,5715.6,0,300,10800,2400,1,15650,1,23260.2,1,1,1,2,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,1,0,0,0,0,0,0,2,2,1,1,,2,2,1,0,0,0,0
1612,3932.04426149975,2,386562.6,1,2,2,,32000,2,,4254,2,,,2,2,,49555.4,5,3,4,3,1,1,4,0,0,1,1,0,0,1,0,1,1,0,0,0,4652,0,50000,0,0,1,50000,0,0,0,0,0,0,1,50000,336562.6,8906,395468.6,345468.6,4.2,0,0,0,660,9600,8400,0,0,1,20000,0,1,2,10,1,2,660,386562.6,1,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,1,,,0,50000,0,4652
1613,3610.78009337196,2,110000,1,2,2,,6000,2,,3000,2,,,2,2,,24012,3,4,1,1,1,3,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,12000,0,0,1,12000,0,0,0,0,0,0,1,12000,98000,3000,113000,101000,3,0,0,0,300,8400,6000,0,0,1,6200,1,1,1,4,1,2,300,110000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,2,0,,2,,,0,12000,0,0
1614,7521.27649577805,2,77648.6,,1,2,,6000,2,,15000,2,,,2,2,,56017.8,5,4,1,2,1,3,5,18000,1,1,1,0,0,0,0,1,1,29714.4,0,0,0,0,0,0,0,0,0,0,0,1,498.4,0,0,1,498.4,107363,15000,140363,139864.6,2.8,498.4,0,0,180,5760,6240,0,0,1,25000,1,0,1,8,2,2,0,77648.6,,0,1,2,,,1,,,,6,0,,,,0,,2,,7428.6,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
1615,4291.21909674474,2,30000,,1,2,,18000,2,,120,2,,,2,2,,14546.4,2,5,5,1,1,0,3,0,0,1,1,0,0,0,0,1,1,99673.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129673.2,120,129793.2,129793.2,3,0,0,0,0,3600,4800,0,0,1,600,1,0,1,2,1,2,0,30000,,0,3,1,2,1,1,3,1,1,5,0,,,,0,,2,2,31168.3,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,1,0
1616,364.807790681029,2,99017,,2,2,,4051.6,2,,4714.6,2,,,2,2,,2500,1,6,4,1,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99017,4714.6,103731.6,103731.6,2.4,0,0,0,0,3600,3000,0,0,0,0,1,1,2,2,1,2,0,99017,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
1617,3639.41242121087,2,120202,2,1,2,,18030,1,3005,1202,2,,,2,2,,12332,2,4,1,2,1,1,2,0,0,1,1,0,1,0,0,1,1,102170,0,6001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222372,7203,232580,232580,4,0,0,0,0,6192,-4032,0,0,1,1803,1,0,1,6,1,2,0,120202,2,0,1,1,,,1,,,,6,0,,,,0,,2,2,25542.5,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
1618,483.117306025912,2,180000,2,1,2,,6500,2,,2995.8,2,,,2,2,,23422.6,3.2,4,5,2,1,0,3,0,0,1,1,0,0,0,0,1,1,6000,0,0,0,0,0,0,0,0,0,0,0,0.2,1440.2,0,0,0.2,1440.2,186000,2995.8,188995.8,187555.6,3.8,0,1440.2,0,15.2,5625.6,4752,0,0,1,3000,1,0,1,9,1,2,0,180000,2,0,1,2,,,1,,,,2,0,,,,0,,2,2,3000,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
1619,1252.56187545388,3,,,2,1,300,9000,2,,6000,2,,,2,2,,9348.8,1.4,1,1,3,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,1,0,0,0,0,2160,2160,0,0,0,0,1,1,2,10,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
1620,27.442649769633,2,240000,,2,2,,14199.2,2,,60000,1,12000,,2,2,,22410.8,3.2,6,4,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,72000,312000,312000,4,0,0,0,0,6000,3600,0,0,0,0,1,1,2,3,1,2,0,240000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,413.2,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,12000,0,0,0
