h_2008,facine3,p2_69,p2_84,p2_70,p4_7_3,p4_15,p4_24,p4_35,p4_43,np1,np2_1,np2_82,np2_5,np2_8,np4_5,np4_10,np4_18,np4_33,np4_27,renthog,percrent,bage,nsitlabdom,neducdom,nnumadtrab,haveneg,havenegval,tienereal,cuentas,np5_1,seguro,penseg,cart_gest,valdeuhog,havedeuhog,sideuda,tienefin,tiene,otraspr,valhog,allf,salcuentas,valor,valseg,valpenseg,odeuhog,dvivpral,dpdte,deuoprop,dpdtehipo,deuhipv,hipo,phipo,perso,pperso,deuda_tarj,ptmos_tarj,otrasd,potrasd,adeuda,vdeuda,deuotros,actreales,actfinanc,riquezabr,riquezanet,percriq,pagodeuda,alim,nodur,gvehic,gimpvehic,tvehic,timpvehic,multipr,sex,educ,p2_2,p2_1,pagopr_vivpr,np2_5.1,p2_8,p2_9,p2_33,p2_35_1,p2_35_2,p2_35_3,p2_35a_1,p2_35a_2,p2_35a_3,p2_35a_4,p2_42_1,p2_43,rents,p7_4a,p7_4b,p2_23,p2_24,p2_25,p2_26,p2_39,pagopr_otr,p4_16,p4_40,p4_36,p4_25,s6_sum,s6_sum2,s6_sum3,s6_sum4,s6_sum5,s6_sum6,s6_sum7,s6_sum8,s6b_sum,s6b_sum_rent,p6_81,tipo_auton,direc,p5_1,empre,auton,riquezafin,deuda_vivienda,s6_owner
2683,110.778181647899,2,18030,,17000,,,,,1,1,1,1202024,0,1,0,0,0,1,85257.2704,6,5,6,3,0,0,0,1,1,0,0,0,0,0,0,1,1,1,360607,0,450759,420708,0,0,0,60000,0,0,0,0,0,0,0,1,90152,0,0,0,0,1,90152,90152,1562631,948467,2529128,2438976,5,750,3000,4200,0,0,0,0,1,1,12,2,2,0,1202024,,0,1,1,,,1,,,,4,1000,42000,,,0,,2,2,90151.75,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,,450759,0,1
2684,60.7869680077692,2,,,2249.8,,,,,2,1,0,276149.8,0,1,0,0,0,0,19628.8024,2.2,5,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,147907.782,0,,14235.6,0,0,0,0,0,1,408688,0,0,0,0,0,0,0,0,0,0,1,408688,0,15369.5819999999,16485.4,440542.982,31854.982,1.2,4889,3600,1200,0,0,1,4000,1,1,2,1,2,0,276149.8,,0,1,1,,,1,,,,6,0,,,,0,,2,2,112051.35,4889,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,0,,0,408688,1
2685,156.025073150211,1,40338.2,5000,24000,8e+05,,,,1,1,1,420708,0,1,1,0,0,1,132929.6,6,3,6,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1470962,1501624,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1891670,878000,4311632.2,4311632.2,5,0,8400,27600,0,0,1,186000,1,1,12,1,2,0,420708,,0,4,2,1,1,1,1,8,8,2,3400,46000,,,0,,2,2,367740.5,0,33527.2,,,,0,1,0,0,0,0,0,0,2,2,2,2,1,2,1,2,854000,0,1
2686,1766.22211367779,1,,1600,13000,,,,,2,1,0,144243,0,1,0,0,0,1,32228.4,4,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,270456,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414699,39000,453699,453699,4,0,8400,3600,0,0,1,1000,1,1,4,1,2,0,144243,,0,2,1,1,,1,8,,,2,0,,,,0,,2,2,67614,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,0,,26000,0,1
2687,3158.28655301134,2,,,,,,,,2,1,0,90152,0,0,0,0,0,0,8794.036,1.2,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90152,0,90152,90152,2,0,2400,3600,0,0,1,601,0,2,2,2,2,0,90152,,0,,,,,,,,,,0,,,,0,,1,,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,0,,0,0,0
2688,4078.55463842163,1,,1100,3000,2055,,,,3,1,0,180304,2,1,1,0,0,0,26144.16,3,3,5,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,27000,0,,6000,0,0,0,0,0,0,0,0,0,0,0,1,3000,0,0,0,0,1,3000,3000,207304,11055,218359,215359,3,224,8400,6000,0,0,1,11000,1,1,3,1,2,0,180304,2,0,2,1,1,,4,4,,,3,0,,,,0,,2,2,6750,0,60,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,2055,0,1
2689,50.1131768762163,2,18030,,18000,40000,,,,2,1,1,240405,0,1,1,0,0,1,95551.684,6,5,6,2,0,0,0,1,1,1,0,1,0,0,0,1,1,1,793335.84,0,74000,450759,75000,0,75000,45000,0,1,513000,0,0,0,0,0,0,0,0,0,0,1,513000,0,520740.84,702759,1754529.84,1241529.84,5,1960,12000,60000,0,0,1,6010,1,1,6,1,2,0,240405,,0,1,1,,,3,,,,4,4207,60000,,,0,,2,1,601012,1960,322.6,,,,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,,114000,513000,1
2690,3730.96983413869,1,,12000,12000,,,,,3,1,0,360607,2,1,0,0,0,1,60240,5,5,5,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,30051,0,18000,198000,0,60000,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390658,288000,678658,678658,5,0,13200,22800,0,0,1,20000,1,1,3,1,2,0,360607,2,0,1,1,,,4,,,,2,0,,,,0,,2,2,7512.75,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,18000,0,1
2691,3369.15813456454,1,,1400,6700,,,,,1,0,0,,0,1,0,0,0,0,24174.1112,2.8,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6700,6700,6700,1,0,4800,7200,0,0,1,3000,0,2,12,,1,0,,,0,,,,,,,,,,0,2400,,,1,250,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2692,17.8113978883256,2,,,1803,300506,,,,2,1,0,360607,2,1,1,0,0,0,33137.02,4,5,6,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,631063,601012,,0,150051,0,150051,0,0,1,90000,0,0,0,0,0,0,0,0,0,0,1,90000,0,901670,452360,2045042,1955042,5,700,5772,5052,0,0,1,9015,1,1,2,1,2,0,360607,2,0,2,1,1,,1,1,,,2,550,6000,,,0,,2,2,157765.75,700,1803,,,,0,1,0,0,0,0,0,0,2,2,2,2,1,1,1,3,300506,90000,1
2693,186.567903924012,2,,,2000,,,,,2,0,0,,0,1,0,0,0,0,22991.6,3,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,1,1,90152,0,,0,0,0,0,0,0,1,72121,0,0,0,0,0,0,0,0,0,0,1,72121,0,18031,2000,92152,20031,1,200,2580,1020,0,0,0,0,1,1,12,,1,0,,,0,1,1,,,1,,,,2,0,,,,0,,2,,22538,200,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,72121,1
2694,3394.19943999586,2,,,2000,,,,,1,1,0,204725.6,2,1,0,0,0,0,14137.9264,2,5,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204725.6,22000,226725.6,226725.6,3,0,4800,2400,0,0,0,0,0,1,2,1,2,0,204725.6,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2695,14770.3880138786,2,,,1696.6,,,,,2,1,0,90152,2,1,0,0,0,0,14457.6,2,4,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90152,1696.6,91848.6,91848.6,2,0,3600,4800,0,0,1,3000,0,2,2,1,2,0,90152,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,0,,0,0,0
2696,395.221924730438,2,,,,,,,,4,0,0,,0,0,0,0,0,0,12048,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6000,3600,0,0,1,1500,0,2,3,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2697,289.468531411092,1,,2000,30363.2,,,,,3,1,0,8e+05,1,1,0,0,0,1,46042.2352,4.6,3,6,2,1,1,1,1,0,1,0,1,0,90000,1,1,1,1,860607,624387.6,30000,0,15000,0,15000,90000,20000,0,0,1,20000,0,0,0,0,0,0,0,0,1,20000,0,1640607,165363.2,2450357.8,2430357.8,5,1400,14400,9600,0,0,1,6000,1,1,6,1,2,1400,8e+05,1,0,3,1,1,1,5,1,8,8,3,700,8400,,,0,,2,2,215151.75,0,,,,,0,1,0,0,0,0,0,0,2,2,2,2,1,1,1,3,30000,20000,1
2698,11981.87482994,2,819.6,,1400,,,,,1,1,1,102172,0,1,0,0,0,0,5501.1168,1,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,2500,0,0,0,0,0,0,0,0,0,0,0,1,3534.8,0,0,0,0,1,3534.8,3534.8,102172,3900,106891.6,103356.8,2,118,2400,1800,0,0,1,4500,0,2,2,2,2,0,102172,,0,,,,,,,,,,0,,,,0,,2,1,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2699,1594.61151228573,2,,,12621.6,,,,,3,1,0,120202,2,1,0,0,0,0,37299.2024,4,4,5,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,,0,6010,0,6010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120202,18631.6,138833.6,138833.6,2,0,6969.6,2683.2,0,0,1,500,0,1,2,1,2,0,120202,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,1,0,,0,0,0
2700,5182.66348475309,2,,,700,3600,,,,2,1,0,300506,1,1,1,0,0,0,24096,3,5,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,494633,0,,0,0,0,0,0,102172,1,13823,1,102172,0,0,0,0,0,0,0,0,1,115995,0,679144,4300,799439,683444,5,1292.4,8400,21600,0,0,0,0,1,1,9,1,2,622.4,300506,1,0,3,1,1,1,1,4,1,1,2,0,,,,0,,2,2,123658.25,0,30,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,3600,115995,1
2701,5670.35779370791,1,,2000,1500,3000,,,,2,1,0,270455,1,1,1,0,0,0,32529.6,4,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,847427,0,,6000,0,0,0,0,30000,1,30000,0,0,0,0,0,0,0,0,0,0,1,60000,0,1057882,10500,1128382,1068382,5,768,3600,1920,0,0,1,20000,1,1,7,1,2,380,270455,1,0,4,2,2,2,1,1,1,1,4,1400,14400,,,0,,2,2,211856.75,0,0,,,,0,0,1,0,0,0,0,0,0,0,2,0,,2,0,,3000,60000,1
2702,2737.63593254834,1,,150,2250,,,,,1,1,0,288486,2,1,0,0,0,0,43573.6,4,2,1,3,1,0,0,1,0,1,0,1,0,0,0,0,1,1,228273,0,,0,3600,0,3600,0,0,1,60000,0,0,0,0,0,0,0,0,0,0,1,60000,0,456759,5850,522609,462609,4,500,3600,20400,0,0,1,3000,1,2,10,1,2,0,288486,2,0,2,1,1,,1,4,,,4,400,2000,,,0,,1,2,57068.25,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,0,60000,1
2703,1700.26361125496,2,,,2000,,,,,2,1,0,180304,0,1,0,0,0,0,12048,1,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180304,2000,182304,182304,3,0,4800,4800,0,0,1,1202,0,1,4,1,2,0,180304,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2704,1857.04715394863,1,,600,9000,,,,,2,1,0,60101,2,1,0,0,0,0,11375.32,1,6,4,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60101,45000,105101,105101,2,0,5160,6840,0,0,1,3000,0,2,2,1,2,0,60101,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,0,,0,0,0
2705,3663.29821372769,2,,,300,,,,,5,0,0,,0,1,0,0,0,0,6024,1,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,500,1,25,5160,9240,0,0,1,4005,0,2,3,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2706,1489.57736095609,1,,18000,1000,,,,,3,1,0,240405,0,1,0,0,0,0,34548.0416,3.6,4,2,1,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240405,1000,241405,241405,3,0,2400,7200,1,1800,1,7009,0,2,2,2,2,0,240405,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,1,0,0,0
2707,2160.93897626438,2,,,12020,,,,,2,1,0,300506,0,1,0,0,0,0,7831.2,1,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300506,12020,312526,312526,3,0,5160,2040,0,0,1,3005,0,1,2,2,2,0,300506,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,0,,0,0,0
2708,4956.35125326935,2,,,18030,,,,,1,1,0,23799.93,0,1,0,0,0,0,8032,1,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23799.93,18030,41829.93,41829.93,1,0,2580,2820,0,0,1,1590.6,0,1,2,2,2,0,72121,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,0,,0,0,0
2709,999.029996471623,1,,600,10000,,,,,2,1,0,210354,0,1,0,0,0,0,31528.612,3.4,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,480810,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691164,10000,701164,701164,5,0,2580,22620,1,4500,1,4500,1,1,2,1,2,0,210354,,0,3,1,2,1,8,1,4,4,4,1200,13500,,,0,,2,2,120202.5,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,0,,0,0,1
2710,225.440789153152,1,75000,300,16626.8,,6228.8,89111,,5,1,1,540911,1,1,0,1,1,0,167153.3496,6,2,1,3,2,0,0,1,1,1,0,1,0,0,0,0,1,1,934824.6,0,,4550.2,8495.6,0,8495.6,0,104000,0,0,1,104000,0,0,1,4189.6,0,0,0,0,1,108189.6,4189.6,1371735.6,125012.4,1675748,1567558.4,5,955.6,4800,13200,1,24000,1,20663.4,1,2,10,1,2,730,540911,1,0,5,2,2,1,8,8,1,1,4,3401.8,33170.8,,,0,,2,2,233706.15,0,,,1452.6,559.8,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,95339.8,104000,1
2711,4919.41121237325,1,,200,1000,,,,,5,1,0,210354,0,1,0,0,0,0,45686.016,5,4,1,1,3,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,,0,9600,0,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210354,10600,220954,220954,3,0,5160,4440,0,0,1,26600,0,1,2,1,2,0,210354,,0,,,,,,,,,,0,,,,0,,2,1,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,0,0,0
2712,21.5600007271835,1,9843.8,90,40000,,,,,4,1,1,420708,2,1,0,0,0,0,106022.4,6,3,6,3,2,1,1,1,0,1,1,1,0,0,0,0,1,1,940220.8,6e+06,,0,7800,2e+05,207800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360928.8,247800,7618572.6,7618572.6,5,0,7200,16800,0,0,1,22000,1,1,12,1,2,0,420708,2,0,2,2,1,,1,1,,,6,0,,,,0,,1,2,235055.2,0,,,,,0,1,0,0,0,0,0,0,2,2,2,1,1,1,1,3,0,0,1
2713,40.6481227241873,2,,,22000,,,,,4,1,0,180304,2,1,0,0,0,1,62850.4,5.8,4,1,3,2,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,60000,0,2500,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180304,84500,264804,264804,3,0,8400,3600,1,20000,1,13000,0,1,10,1,2,0,180304,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,60000,0,0
2714,331.739064882852,1,19655.4,6000,60000,,,,,4,1,1,380000,0,1,0,0,0,0,101404,6,2,6,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1600000,3572846.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980000,60000,5632502.2,5632502.2,5,0,6000,30000,0,0,0,0,1,1,12,1,2,0,380000,,0,5,1,1,1,1,1,1,1,7,500,,,,0,,1,2,4e+05,0,,,,,0,1,0,0,0,0,0,0,2,2,2,2,1,2,1,2,0,0,1
2715,1648.39673870734,1,,170,48081,,,,,2,1,0,144243,0,1,0,0,0,0,11546,1,3,5,2,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,,0,8000,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144243,56081,200324,200324,3,0,4800,1200,0,0,1,1000,0,2,6,1,2,0,144243,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,1,0,,0,0,0
2716,1053.28288450485,2,,,,,,,,3,1,0,210354,1,0,0,0,0,0,24055.2376,2.8,4,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,168202.2,94871.8,,0,0,0,0,0,12020,0,0,0,0,0,0,0,0,0,0,0,0,1,12020,0,366536.2,0,473428,461408,4.2,225.8,14400,4800,0,0,1,6010,1,2,2,1,2,225.8,210354,1,0,2,1,1,,8,8,,,5,0,,,,0,,2,2,42050.55,0,,,,,0,1,0,0,0,0,1,0,2,2,2,2,,2,1,1,0,12020,1
2717,218.40436216309,1,,600,2000,,,,,3,1,0,270455,0,1,0,0,0,0,42368.8,4,4,1,2,1,0,0,1,1,0,0,0,0,0,0,0,1,1,210354,0,,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480809,20000,500809,500809,4,0,6000,4800,0,0,1,3606,1,1,8,1,2,0,270455,,0,1,2,,,1,,,,5,0,,,,0,,2,2,52588.5,0,,,,,0,0,1,0,0,0,0,0,0,0,,0,,2,0,,0,0,1
2718,2927.6752525701,2,,,70,,,,,3,1,0,234874.8,1,1,0,0,0,0,34136,4,2,1,1,2,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,,0,3600,0,3600,0,120202,0,0,1,120202,0,0,0,0,0,0,0,0,1,120202,0,114672.8,3670,238544.8,118342.8,2,1450,5160,840.000000000001,0,0,1,1202,0,1,4,1,2,1450,234874.8,1,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,0,120202,0
2719,89.2031493830731,2,3000,,12000,,,,,1,1,1,240405,0,1,0,0,0,0,8534,1,6,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240405,12000,255405,255405,3,0,360,6240,0,0,0,0,0,2,2,1,2,0,240405,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,0,,0,0,0
2720,18738.7598083533,2,,,5000,1000,,,,2,1,0,150253,2,1,1,0,0,1,58257.1,5,1,1,2,2,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,12000,60000,6500,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150253,84500,234753,234753,3,0,2400,4800,0,0,1,4000,0,1,8,1,2,0,150253,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,31.6,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,13000,0,0
2721,5226.72861319306,2,,,5000,,,,,1,0,0,,0,1,0,0,0,0,28112,3,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,180303.5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180303.5,5000,185303.5,185303.5,3,0,5160,6840,0,0,1,4000,1,1,10,,1,0,,,0,1,1,,,1,,,,5,0,,,,0,,2,,90151.75,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,1
2722,2006.89773798685,2,,,6000,,,,,2,1,0,126213,0,1,0,0,0,0,17505.744,2,5,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,72121,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198334,6000,204334,204334,3,0,8400,1200,0,0,1,5409,1,1,4,1,2,0,126213,,0,2,2,1,,3,4,,,6,0,,,,0,,2,2,18030.25,0,,,,,0,0,0,0,1,0,0,0,0,0,1,0,,2,0,,0,0,1
2723,905.3536462388,1,,200,7000,,,,,3,1,0,240405,2,1,0,0,0,0,73506.6552,5.6,3,1,1,2,0,0,1,0,1,0,1,0,0,0,0,1,1,90151.5,0,,0,14000,0,14000,0,0,0,0,0,0,0,0,1,6570,0,0,0,0,1,6570,6570,330556.5,21000,351556.5,344986.5,4,366,6000,24000,0,0,1,12020,1,1,4,1,2,0,240405,2,0,2,1,1,,1,4,,,5,0,,,,0,,2,2,40568.25,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,0,0,1
2724,339.798483475083,2,10250.2,,9224.6,23179.2,,82669.2,,2,1,1,420708,2,1,1,0,1,0,35642,4,6,4,3,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1660042.4,0,,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2080750.4,121073,2212073.6,2212073.6,5,0,7200,10800,0,0,1,6676,1,2,11,1,2,0,420708,2,0,2,2,1,,1,1,,,2,1000,5000,,,0,,2,2,415010.6,0,2723,,2628.2,,0,0,0,0,0,0,1,0,0,0,1,0,,2,0,,105848.4,0,1
2725,1572.6940825438,1,,330,5000,,,,,2,1,0,150253,2,1,0,0,0,0,29618,3,6,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,24040,0,,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174293,55000,229293,229293,3,0,6000,6000,0,0,1,500,1,1,2,1,2,0,150253,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,6010,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,0,,0,0,1
2726,143.011709336768,2,,,3487,1600,,,,2,1,0,180304,0,1,1,0,0,0,14357.2,2,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,9330.6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189634.6,5087,194721.6,194721.6,3,0,7740,660.000000000001,0,0,1,90,1,1,2,1,2,0,180304,,0,1,1,,,4,,,,3,0,,,,0,,2,2,2332.65,0,80,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,1600,0,1
2727,4794.18260192996,1,1202,3000,34000,,,,,2,1,1,150253,0,1,0,0,0,0,26824.872,3,5,4,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150253,59000,210455,210455,3,0,6000,8400,0,0,1,7000,0,2,2,1,2,0,150253,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,0,,0,0,0
2728,3613.05446948641,2,,,100,,,,,1,1,0,270455,0,1,0,0,0,0,10476.5392,1.2,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270455,100,270555,270555,3,0,1200,5748,0,0,0,0,0,2,2,1,2,0,270455,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,0,,0,0,0
2729,2422.87541401486,2,1600,,550,15000,,,,4,1,1,150000,2,1,1,0,0,0,48398.824,5,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,16560,1,260,0,0,1,16820,16820,150000,15550,167150,150330,2,321,9600,14400,1,18000,1,16000,0,2,10,1,2,0,150000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,15000,0,0
2730,37.434383576362,2,20000,,15000,1200000,,,20000,3,1,1,240405,0,1,1,0,0,1,97088.808,6,4,1,3,2,0,0,1,0,1,0,1,1,0,0,0,1,1,120202,0,20000,0,250000,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360607,1505000,1885607,1885607,5,0,12000,8400,0,0,1,3000,1,1,10,1,2,0,240405,,0,1,1,,,1,,,,4,240,1202,,,0,,2,2,30050.5,0,60000,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,1220000,0,1
2731,950.044935964581,2,,,4481.4,,,,,2,1,0,96952.2,0,1,0,0,0,0,12248.8,1,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,36469.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133421.4,4481.4,137902.8,137902.8,2,0,15480,2520,0,0,1,4360.6,1,2,2,2,2,0,96952.2,,0,1,2,,,3,,,,1,0,,,,0,,2,1.8,9117.3,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,0,,0,0,1
2732,161.209897054165,2,6000,,9000,,,,,3,1,1,450000,1,1,0,0,0,1,41744.9144,4,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,212500,0,20000,0,0,0,0,0,50000,0,0,1,50000,0,0,1,140,0,0,0,0,1,50140,140,612500,29000,697500,647360,5,370,3600,2400,0,0,1,7000,1,2,12,1,2,300,450000,1,0,2,2,2,,1,1,,,2,0,,,,0,,2,,212500,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,20000,50000,1
