h_2008,facine3,p2_69,p2_84,p2_70,p4_7_3,p4_15,p4_24,p4_35,p4_43,np1,np2_1,np2_82,np2_5,np2_8,np4_5,np4_10,np4_18,np4_33,np4_27,renthog,percrent,bage,nsitlabdom,neducdom,nnumadtrab,haveneg,havenegval,tienereal,cuentas,np5_1,seguro,penseg,cart_gest,valdeuhog,havedeuhog,sideuda,tienefin,tiene,otraspr,valhog,allf,salcuentas,valor,valseg,valpenseg,odeuhog,dvivpral,dpdte,deuoprop,dpdtehipo,deuhipv,hipo,phipo,perso,pperso,deuda_tarj,ptmos_tarj,otrasd,potrasd,adeuda,vdeuda,deuotros,actreales,actfinanc,riquezabr,riquezanet,percriq,pagodeuda,alim,nodur,gvehic,gimpvehic,tvehic,timpvehic,multipr,sex,educ,p2_2,p2_1,pagopr_vivpr,np2_5.1,p2_8,p2_9,p2_33,p2_35_1,p2_35_2,p2_35_3,p2_35a_1,p2_35a_2,p2_35a_3,p2_35a_4,p2_42_1,p2_43,rents,p7_4a,p7_4b,p2_23,p2_24,p2_25,p2_26,p2_39,pagopr_otr,p4_16,p4_40,p4_36,p4_25,s6_sum,s6_sum2,s6_sum3,s6_sum4,s6_sum5,s6_sum6,s6_sum7,s6_sum8,s6b_sum,s6b_sum_rent,p6_81,tipo_auton,direc,p5_1,empre,auton,riquezafin,deuda_vivienda,s6_owner
4351,2913.76986865348,2,,,1274.8,,,,,1,1,0,255002,0,0.8,0,0,0,0,6626.4,1,5,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0.8,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255002,1274.8,256276.8,256276.8,3,0,2400,3600,0,0,0,0,0,2,2,1,2,0,255002,,0,,,,,,,,,,0,,,,0,,1,1.6,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,0,,0,0,0
4352,4418.94795889504,2,,,9000,,,,,2,1,0,96162,0,1,0,0,0,0,9136.4,1,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,18030,0,0,0,0,1,18030,18030,96162,9000,105162,87132,2,250,6192,1020,0,0,1,350,0,1,2,1,2,0,96162,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,0,,0,0,0
4353,334.037563142213,2,12020,,4000,46565,,93000,,2,1,1,180304,2,1,1,0,1,1,29537.68,3,6,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,198303,0,26000,175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378607,344565,735192,735192,5,0,18000,12000,0,0,0,0,1,1,4,1,2,0,180304,2,0,3,2,2,1,1,1,1,1,5,0,,,,0,,2,2,49575.75,0,2836,,5000,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,165565,0,1
4354,632.604214503468,1,20000,1500,10000,8662,,,,3,1,1,330557,2,1,1,0,0,1,48192,5,3,6,3,1,1,1,1,1,1,0,1,0,0,0,0,1,1,601011,1202024,45000,5e+05,19550.6,0,19550.6,0,0,0,0,0,0,0,0,0,0,0,0,1,4800,1,4800,4800,931568,583212.6,2736804.6,2732004.6,5,615,18060,1140,0,0,1,25000,1,1,12,1,2,0,330557,2,0,3,1,2,1,1,1,8,8,2,0,,,,0,,2,2,150252.75,0,5333,,,,0,1,0,0,0,0,0,0,2,2,2,1,1,1,1,1,53662,0,1
4355,3025.44365701832,2,,,0,,,,,2,0,0,,0,0,0,0,0,0,20481.6,2,4,4,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,,0,1700,0,1700,0,0,0,0,0,0,0,0,1,16700,0,0,0,0,1,16700,16700,0,1700,1700,-15000,1,678,9600,2400,0,0,0,0,0,1,7,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,0,1,0,0,0,0,0,1,0,,1,0,,0,0,0
4356,7279.42760365877,1,,200,9000,,,,,4,1,0,240405,1,1,0,0,0,0,47188,5,2,1,3,2,1,1,1,0,0,0,0,0,0,0,0,1,1,1e+05,20000,,0,0,0,0,0,42000,1,63000,1,42000,0,0,0,0,0,0,0,0,1,105000,0,235405,9000,369405,264405,3,1400,3600,2880,0,0,1,12000,1,1,12,1,2,700,240405,1,0,1,1,,,1,,,,2,0,,,,0,,2,2,25000,700,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,4,0,105000,1
4357,2634.51234502287,1,,350,,,,,,3,1,0,150253,0,0,0,0,0,0,28513.6,3,5,5,2,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150253,3000,153253,153253,2,0,9600,14400,0,0,1,2000,0,1,6,1,2,0,150253,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,0
4358,207.889371819241,1,5714.6,3000,10000,,,,210354,4,1,1,240405,1,1,0,0,0,0,123570.312,6,6,5,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1322227,0,,0,0,0,0,0,3000,0,0,1,3000,0,0,0,0,0,0,0,0,1,3000,0,1559632,220354,1788700.6,1785700.6,5,1500,7740,7860,0,0,1,6010,1,1,2,1,2,1500,240405,1,0,7,1,1,1,6,8,1,1,4,1100,13000,,,0,,1,2,330556.75,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,3000,1
4359,514.900284242987,2,,,1000,,,,,2,0,0,,0,1,0,0,0,0,52208,5,3,1,3,2,1,1,1,0,1,0,1,0,0,0,0.2,1,1,300506,102607.4,,0,140000,0,140000,3051.6,0,0,0,0,0,1,190000,0,0,0,0,0,0,1,190000,190000,300506,144051.6,547165,357165,3.8,1550,7200,1200,0,0,1,13000,1,1,12,,1,0,,,0,1,2,,,1,,,,2.4,0,,,,0,,2,,75126.5,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,3,0,0,1
4360,1922.46030144814,2,,,1500,,,,,3,1,0,168283,1,1,0,0,0,0,28312.8,3,4,5,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,,0,8307,0,8307,0,56595.4,0,0,1,56595.4,0,0,0,0,0,0,0,0,1,56595.4,0,111687.6,9807,178090,121494.6,2,450,7740,5460,0,0,0,0,0,2,2,1,2,450,168283,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,1,0,,0,56595.4,0
4361,7.16765155217722,1,,2000,5000,8000,85654,20000,,2,0,0,,0,1,1,1,1,1,31676.2,4,5,5,3,0,0,0,1,1,1,0,1,0,0,0,0,1,1,2163644,0,45000,5e+05,35000,0,35000,0,0,0,0,0,0,1,9e+05,0,0,0,0,0,0,1,9e+05,9e+05,2163644,698654,2862298,1962298,5,4000,6192,5808,0,0,1,3000,1,1,10,,3,0,,,0,3,2,2,2,1,1,3,3,2,0,,,,0,,2,,540911,0,688,,575.4,160000,0,0,0,1,0,0,0,0,0,0,1,0,,1,0,,158654,0,1
4362,13086.6177476604,2,,,2500,,,,,4,1,0,540911,2,1,0,0,0,0,89356,6,4,1,3,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540911,2500,543411,543411,4,0,30960,23040,0,0,1,12000,0,2,10,1,2,0,540911,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
4363,2594.2315313887,2,,,15000,,,,,2,1,0,210354,2,1,0,0,0,0,8032,1,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210354,15000,225354,225354,3,0,3600,6000,0,0,0,0,0,1,2,1,2,0,210354,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,0
4364,5525.31714048668,2,,,,,,,,2,1,0,60101,0,0,0,0,0,0,14792.3336,2,6,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,6455.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60101,6455.2,66556.2,66556.2,1,0,5160,840.000000000001,0,0,0,0,0,2,1,2,2,0,60101,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,0
4365,5075.70509949992,2,,,6000,,,,,2,1,0,150253,0,1,0,0,0,0,13104.208,2,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150253,6000,156253,156253,2,0,7200,2400,0,0,0,0,0,1,2,1,2,0,300506,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,0
4366,259.938804515934,2,30051,,4000,33813,,,,2,1,1,540911,0,1,1,0,0,0,54617.6,5,5,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,859447,0,,120202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400358,158015,1588424,1588424,5,0,10320,480.000000000002,0,0,1,6010,1,2,4,1,2,0,540911,,0,3,1,1,1,1,1,4,4,2,60,600,,,0,,2,2,214861.75,0,1878.8,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,33813,0,1
4367,305.969382665499,2,,,2300,,,,,1,1,0,216364,1,1,0,0,0,0,58834.4,5,5,6,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,979650,0,,130000,0,0,0,0,85000,1,23000,1,85000,0,0,0,0,0,0,0,0,1,108000,0,1088014,132300,1328314,1220314,5,1500,10320,12480,0,0,1,19000,1,1,2,1,2,600,216364,1,0,6,1,2,1,2,1,8,8,4,1415,21600,,,0,,2,2,244912.5,900,,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,,0,108000,1
4368,3118.83855813429,1,,700,600,,,,,2,1,0,180304,0,1,0,0,0,0,23607.2528,3,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,26102.6,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1300,0,0,0,0,1,1300,1300,206406.6,600,207006.6,205706.6,3,124,4800,6000,0,0,1,1000,1,2,8,1,2,0,180304,,0,1,2,,,3,,,,6,0,,,,0,,2,2,6525.65,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,0,,0,0,1
4369,4280.4576096628,2,,,30000,30051,,,,5,1,0,2e+05,2,1,1,0,0,0,258648.2712,6,4,6,3,3,1,1,1,0,1,0,1,0,0,0,0,1,1,269840,1017833.2,,0,18000,0,18000,0,0,1,72121,0,0,0,0,0,0,0,0,0,0,1,72121,0,397719,78051,1565724.2,1493603.2,5,500,7200,34800,1,14000,1,40000,1,1,12,1,2,0,2e+05,2,0,3,1,1,1,1,4,1,1,2,0,,,,0,,2,2,67460,0,780,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,30051,72121,1
4370,3098.11249972826,1,,6000,200,,,,,4,1,0,240405,0,1,0,0,0,0,34136,4,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240405,200,240605,240605,3,0,9600,3600,0,0,1,3000,0,1,4,2,2,0,240405,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
4371,1151.08845353317,2,3005,,0,,,,,2,1,1,180304,0,0,0,0,0,1,41150.5464,4.2,5,4,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,324546,0,62102,36061,4391.2,0,4391.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504850,102554.2,610409.2,610409.2,5,0,4800,9600,0,0,1,1202,1,2,4,1,2,0,180304,,0,2,2,2,,3,2,,,1,500,6000,,,0,,2,2,81136.5,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,1,0,,62102,0,1
4372,117.040927309577,1,,500,9000,,,10000,,2,1,0,150253,0,1,0,0,1,0,33132,4,6,5,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,210354,0,,2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360607,219000,579607,579607,4,0,4800,2400,0,0,1,1000,1,1,6,1,2,0,150253,,0,1,1,,,1,,,,2,0,,,,0,,2,2,52588.5,0,,,382,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,10000,0,1
4373,1674.96223552224,1,,700,34800,,,,,2,1,0,208928,2,1,0,0,0,0,22114.104,3,4,5,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,,0,2340,0,2340,0,0,0,0,0,0,0,0,1,142,1,400,1,263,1,805,805,208928,37140,246068,245263,3,215,3600,3600,0,0,1,800,0,2,2,1,2,0,208928,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,1,0,,0,0,0
4374,245.685017821063,2,5736.4,,2995.2,,,,,2,1,1,396846.2,2,1,0,0,0,0,21463.7128,2.6,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396846.2,2995.2,405577.8,405577.8,3.8,0,5942.4,7336.8,0,0,0,0,0,2,2,1,2,0,396846.2,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,0,,0,0,0
4375,4755.34504639356,2,,,2033.8,,,,,1,1,0,45994.8,0,0.8,0,0,0,0,5522,1,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0.8,1,14928.6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60923.4,2033.8,62957.2,62957.2,1.4,0,2400,1200,0,0,0,0,1,1,2,2,2,0,45994.8,,0,1,2,,,3,,,,1,0,,,,0,,2,2,3732.15,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,0,,0,0,1
4376,735.361961701628,2,3000,,3000,,,,,5,1,1,132223,1,1,0,0,0,0,28513.6,3,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,102358.38,0,,0,0,0,0,0,132223,0,0,1,132223,0,0,0,0,0,0,0,0,1,132223,0,102358.38,3000,240581.38,108358.38,2,750,7740,660.000000000001,0,0,1,400,1,1,2,1,2,750,132223,1,0,3,1,2,1,1,1,3,3,2,0,,,,0,,2,,44245.75,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,132223,1
4377,17.0006825953128,1,,2500,16477.8,,,,,4,1,0,540911,0,1,0,0,0,0,71284,6,3,1,3,2,0,0,1,1,1,0,1,0,0,0,0,1,1,180304,0,,24000,6886.2,0,6886.2,0,0,0,0,0,0,0,0,0,0,1,500,0,0,1,500,500,721215,47364,768579,768079,5,150,7200,10800,0,0,1,30000,1,1,10,1,2,0,540911,,0,1,1,,,1,,,,2,0,,,,0,,2,2,45076,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,0,0,1
4378,4554.89892372628,2,,,3026,,,,,1,1,0,90152,0,1,0,0,0,0,7228.8,1,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90152,3026,93178,93178,2,0,3096,1704,0,0,0,0,0,1,2,1,2,0,90152,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,0
4379,144.92280997027,2,24040,,4600,24040,,,,2,0,1,,0,1,1,0,0,1,18846.4856,2,6,6,2,0,1,0.6,1,1,0,0,0,0,120202,1,1,1,1,513407.2,956695,50000,40000,0,0,0,120202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513407.2,238842,1732984.2,1732984.2,5,0,12000,6000,0,0,0,0,1,1,9,,1,0,,,0,2,2,1,,3,1,,,6,350,4284,,,0,,2,,128351.8,0,902,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,3,74040,0,1
4380,278.795521023839,2,,,1716.4,,,,,3,1,0,90152,0,1,0,0,0,0,21084,2.2,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90152,1716.4,91868.4,91868.4,2,0,3096,2904,0,0,0,0,0,1,1,2,2,0,90152,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,0
4381,7150.06179282837,1,,12000,30051,,,,,4,0,0,,0,1,0,0,0,0,26505.6,3,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,240405,0,,0,0,0,0,0,0,1,192324,0,0,0,0,0,0,0,0,0,0,1,192324,0,48081,30051,270456,78132,2,800,6192,5808,0,0,1,6000,1,2,2,,3,0,,,0,1,1,,,1,,,,2,0,,,,0,,2,,60101.25,800,,,,,0,0,0,0,0,0,0,1,0,0,1,0,,2,0,,0,192324,1
4382,2556.01968098126,2,,,1000,,,,,4,1,0,258435,1,1,0,0,0,0,37203.0192,4,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,60101,0,0,1,60101,0,0,1,700,0,0,0,0,1,60801,700,198334,1000,259435,198634,3,525,4800,4800,0,0,1,3005,0,2,7,1,2,450,258435,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,60101,0
4383,4231.7044469827,2,,,2600,,,,,3,1,0,270455,2,1,0,0,0,0,21084,2.2,3,4,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,,0,11500,0,11500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270455,14100,284555,284555,3,0,10320,6480,0,0,1,25000,0,2,4,1,2,0,270455,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,2,0,,1,0,,0,0,0
4384,5520.83029026432,2,12000,,3000,600,,,,4,1,1,750000,1,1,1,0,0,0,145178.4,6,3,2,3,2,1,1,1,1,1,0,1,0,10000,1,1,1,1,0,6e+05,,25000,84000,0,84000,10000,385000,0,0,1,385000,0,0,0,0,0,0,0,0,1,385000,0,365000,122600,1484600,1099600,5,2400,9600,12000,0,0,0,0,0,2,10,1,2,2400,750000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,10,,,,0,1,0,0,0,0,0,0,2,2,2,1,,1,1,3,600,385000,0
4385,1277.15308645543,2,,,9000,,,,,5,1,0,180304,2,1,0,0,0,0,24196.4,3,4,6,1,2,1,1,1,1,1,0,1,0,0,0,0,1,1,460304,260000,,150000,11267,0,11267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640608,170267,1070875,1070875,5,0,9600,2400,0,0,1,30000,1,1,2,1,2,0,180304,2,0,3,1,1,1,1,1,1,1,2,0,,,,0,,2,2,115076,0,,,,,0,1,0,0,0,0,0,0,2,2,2,2,1,1,1,3,0,0,1
4386,103.88323632796,1,600,700,3000,10000,,,,3,1,1,480810,0,1,1,0,0,1,27308.8,3,5,5,3,1,0,0,1,1,0,0,0,0,0,0,0,1,1,961619,0,3e+05,30051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442429,343051,1786080,1786080,5,0,3000,6600,0,0,1,9615,1,1,10,1,2,0,480810,,0,2,2,2,,1,1,,,2,300,3600,,,0,,2,2,240404.75,0,400,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,310000,0,1
4387,11435.1010480451,2,,,1400,,,,,2,0,0,,0,1,0,0,0,0,7028,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,1400,1400,1,0,10320,566.400000000002,0,0,0,0,0,2,2,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,1,0,0,0,0,0,0,2,2,1,1,,2,1,,0,0,0
4388,15020.6438595676,2,,,1500,,,,,3,0,0,,0,1,0,0,0,0,28430.4688,3.4,6,5,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,,12020,0,0,0,0,0,0,0,0,0,0,0,1,3600,0,0,0,0,1,3600,3600,0,13520,13520,9920,1,311,5160,8040,0,0,1,6000,0,1,2,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,0,,0,0,0
4389,350.090323798923,2,,,3000,,,16000,,2,1,0,901518,2,1,0,0,1,1,16967.6,2,5,5,3,0,0,0,1,1,0,0,0,0,0,0,0,1,1,258435,0,20000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159953,189000,1348953,1348953,5,0,7200,9600,0,0,1,3005,1,1,12,1,2,0,901518,2,0,3,2,1,1,1,8,3,3,4,950,,,,0,,2,2,64608.75,0,,,1200,,0,0,0,1,0,0,0,0,0,0,2,0,,2,0,,36000,0,1
4390,6287.85955336202,2,,,9000,,,,,1,1,0,120202,0,1,0,0,0,0,7449.68,1,5,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120202,9000,129202,129202,2,0,2400,3600,0,0,0,0,0,2,2,1,2,0,120202,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,0,,0,0,0
4391,1436.72815035762,1,,300,18,,,,,2,1,0,204344,2,1,0,0,0,0,12951.6,2,6,5,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,,54091,18030,0,18030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204344,72139,276483,276483,3,0,7200,2400,0,0,1,1200,0,1,2,1,2,0,204344,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,1,0,,0,0,0
4392,215.035107243945,1,,2000,3000,6000,,,,3,1,0,240405,0,1,1,0,0,0,25352.2048,2.8,4,6,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,390658,0,,3e+05,129000,0,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631063,438000,1069063,1069063,5,0,7200,22800,0,0,1,6600,1,1,3,1,2,0,240405,,0,2,1,1,,1,8,,,2,0,,,,0,,2,2,97664.5,0,185,,,,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,,6000,0,1
4393,2182.99768414215,1,,1000,1500,,,,,2,1,0,480810,2,1,0,0,0,0,54216,5,4,2,1,2,1,1,1,0,0,0,0,0,0,0,0,1,1,390658,214327.8,,0,0,0,0,0,0,1,90152,0,0,0,0,1,8134,0,0,0,0,1,98286,8134,781316,1500,1087295.8,989009.8,5,1200,5400,15000,0,0,1,4000,1,2,4,1,2,0,480810,2,0,2,1,1,,8,1,,,3,600,6000,,,0,,2,2,97664.5,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,1,0,90152,1
4394,2618.5567386409,1,601,500,1000,,,,,2,1,1,120202,2,1,0,0,0,0,13855.2,2,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,30051,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150253,1000,151854,151854,2,0,5160,3240,0,0,1,1000,1,2,1,1,2,0,120202,2,0,1,2,,,3,,,,1,0,,,,0,,2,2,7512.75,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,1
4395,171.456607448213,2,,,30051,150253,,30051,,1,1,0,540911,2,1,1,0,1,0,53901.9488,4.8,6,4,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,301681.4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842592.4,210355,1052947.4,1052947.4,5,0,4800,19200,0,0,0,0,1,2,10,1,2,0,540911,2,0,2,1,1,,1,3,,,4,750,8400,,,0,,2,2,105764.7,0,3216.8,,2059.4,,0,0,0,0,0,0,1,0,0,0,,0,,2,0,,180304,0,1
4396,190.943434258675,1,12020,1000,5000,,,,,2,1,1,240405,0,1,0,0,0,1,21287.2096,2.8,5,6,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,601012,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240405,616012,868437,868437,5,0,4800,4800,1,36061,1,33056,0,1,6,1,2,0,240405,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,,601012,0,0
4397,693.317775312476,2,,,2300,,,,,3,1,0,204344,2,1,0,0,0,0,23092,3,4,2,2,2,1,1,1,0.4,1,0,1,0,1300,1,1,1,1,0,60101,,8059.4,12020,0,12020,1300,0,0,0,0,0,0,0,1,1500,0,0,0,0,1,1500,1500,204344,23679.4,288124.4,286624.4,3,550,7200,9600,0,0,1,4000,0,1,6,1,2,0,204344,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,1,0,0,0,0,0,0,2,2,1,1.6,,1,1,3,0,0,0
4398,15019.2828951277,2,,,200,,,,,4,0,0,,0,1,0,0,0,0,10843.2,1,2,2,1,2,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,,0,6000,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6200,6200,6200,1,0,7200,10800,0,0,1,9000,0,1,2,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,1,0,0,0,0,0,0,2,2,1,1,,1,1,1,0,0,0
4399,10593.7017751718,1,20000,1200,503500,,,2e+05,,4,1,1,1200000,2,1,0,0,1,0,705812,6,3,6,3,3,1,1,1,0,1,0,1,0,0,0,0,1,1,811366,1e+06,,0,45000,0,45000,0,0,1,96162,0,0,0,0,0,0,0,0,0,0,1,96162,0,1915204,748500,3779866,3683704,5,1260,36000,36000,0,0,1,60101,1,2,12,1,2,0,1200000,2,0,2,1,1,,1,1,,,2,0,,,,0,,2,2,202841.5,0,,,3223.2,,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,2e+05,96162,1
4400,1077.00557499992,2,,,2000,,,,,3,1,0,181126.6,2,1,0,0,0,0,44582.4192,4,3,1,2,1,0,0,1,1,1,0,1,0,0,0,0,1,1,21583.2,0,,15000,55000,0,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202709.8,72000,274709.8,274709.8,3,0,12000,6000,0,0,1,3000,1,2,6,1,2,0,181126.6,2,0,1,1,,,8,,,,2,0,,,,0,,2,2,5395.8,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,0,0,1
